Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
https://www.fairchildsemi.com/datasheets/KS/KSD471A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD471ACGBU-ND,KSD471ACGBU,Fairchild Semiconductor,TRANS NPN 30V 1A TO-92,0,0,"Call","0","20000","Bulk","-","Obsolete","NPN","1A","30V","500mV @ 100mA, 1A","100nA (ICBO)","200 @ 100mA, 1V","800mW","130MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP64BU-ND,KSP64BU,Fairchild Semiconductor,TRANS PNP DARL 30V 0.5A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","PNP - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP62BU-ND,KSP62BU,Fairchild Semiconductor,TRANS PNP DARL 20V 0.5A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","PNP - Darlington","500mA","20V","1V @ 10µA, 10mA","100nA (ICBO)","20000 @ 10mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP64TA-ND,KSP64TA,Fairchild Semiconductor,TRANS PNP DARL 30V 0.5A TO-92,0,0,"Call","0","46000","Tape & Box (TB)","-","Obsolete","PNP - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP63BU-ND,KSP63BU,Fairchild Semiconductor,TRANS PNP DARL 30V 0.5A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","PNP - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP62TF-ND,KSP62TF,Fairchild Semiconductor,TRANS PNP DARL 20V 0.5A TO-92,0,0,"Call","0","46000","Tape & Reel (TR)","-","Obsolete","PNP - Darlington","500mA","20V","1V @ 10µA, 10mA","100nA (ICBO)","20000 @ 10mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP62,%2063,%2064.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP63TA-ND,KSP63TA,Fairchild Semiconductor,TRANS PNP DARL 30V 0.5A TO-92,0,0,"Call","0","4000","Tape & Box (TB)","-","Obsolete","PNP - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD261.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD261CYBU-ND,KSD261CYBU,Fairchild Semiconductor,TRANS NPN 20V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","20V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD261.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD261GTA-ND,KSD261GTA,Fairchild Semiconductor,TRANS NPN 20V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 50mA, 500mA","100nA (ICBO)","200 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD261.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD261YTA-ND,KSD261YTA,Fairchild Semiconductor,TRANS NPN 20V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811YTA-ND,KSB811YTA,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","3000","Tape & Box (TB)","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","120 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811OBU-ND,KSB811OBU,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","30000","Bulk","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","70 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811YBU-ND,KSB811YBU,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","120 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811GBU-ND,KSB811GBU,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","30000","Bulk","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","200 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811GTA-ND,KSB811GTA,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","30000","Tape & Box (TB)","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","200 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB811.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSB811OTA-ND,KSB811OTA,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92S,0,0,"Call","0","30000","Tape & Box (TB)","-","Obsolete","PNP","1A","25V","500mV @ 100mA, 1A","100nA (ICBO)","70 @ 100mA, 1V","350mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
https://www.fairchildsemi.com/datasheets/KS/KST3904.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,KST3904LGEMTF-ND,KST3904LGEMTF,Fairchild Semiconductor,TRANS NPN 40V 0.2A SOT-23,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","200mA","40V","300mV @ 5mA, 50mA","-","100 @ 10mA, 1V","350mW","300MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSP05.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP05BU-ND,KSP05BU,Fairchild Semiconductor,TRANS NPN 60V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","60V","250mV @ 10mA, 100mA","100nA","50 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS6513.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS6513-ND,MPS6513,Fairchild Semiconductor,TRANS NPN 30V 0.2A TO-92,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","200mA","30V","500mV @ 5mA, 50mA","50nA (ICBO)","90 @ 2mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/PN3642.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN3642-ND,PN3642,Fairchild Semiconductor,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","45V","220mV @ 15mA, 150mA","50nA","40 @ 150mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS6531.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS6531-ND,MPS6531,Fairchild Semiconductor,TRANS NPN 40V 1A TO-92,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","1A","40V","300mV @ 10mA, 100mA","50nA (ICBO)","90 @ 100mA, 1V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/PN3643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN3643-ND,PN3643,Fairchild Semiconductor,TRANS NPN 30V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","30V","220mV @ 15mA, 150mA","50nA","100 @ 150mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN4141-ND,PN4141,Fairchild Semiconductor,TRANS NPN 30V 0.5A TO-92,0,0,"Call","0","2000","Bulk","-","Obsolete","NPN","500mA","30V","1.6V @ 50mA, 500mA","-","100 @ 150mA, 10V","625mW","-","-","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD5041.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD5041PTA-ND,KSD5041PTA,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","100nA (ICBO)","180 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJNS7565.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJNS7565BU-ND,FJNS7565BU,Fairchild Semiconductor,TRANS NPN 10V 5A TO-92MINI,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","10V","450mV @ 60mA, 3A","100nA (ICBO)","450 @ 500mA, 2V","550mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJN5471BU-ND,FJN5471BU,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","20V","500mV @ 100mA, 3A","100nA (ICBO)","700 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJN5471TA-ND,FJN5471TA,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","5A","20V","500mV @ 100mA, 3A","100nA (ICBO)","700 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJN965.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJN965BU-ND,FJN965BU,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","1µA","230 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJNS7565.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJNS7565TA-ND,FJNS7565TA,Fairchild Semiconductor,TRANS NPN 10V 5A TO-92MINI,0,0,"Call","0","8824","Tape & Box (TB)","-","Obsolete","NPN","5A","10V","450mV @ 60mA, 3A","100nA (ICBO)","450 @ 500mA, 2V","550mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJN965.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJN965TA-ND,FJN965TA,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","6000","Tape & Box (TB)","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","1µA","230 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD5041.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD5041QBU-ND,KSD5041QBU,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","100nA (ICBO)","230 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD5041.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD5041RBU-ND,KSD5041RBU,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","100nA (ICBO)","340 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD5041.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD5041PBU-ND,KSD5041PBU,Fairchild Semiconductor,TRANS NPN 20V 5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","5A","20V","1V @ 100mA, 3A","100nA (ICBO)","180 @ 500mA, 2V","750mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS6518.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS6518-ND,MPS6518,Fairchild Semiconductor,TRANS PNP 40V 0.2A TO-92,0,0,"Call","0","6000","Bulk","-","Obsolete","PNP","200mA","40V","500mV @ 5mA, 50mA","500nA (ICBO)","150 @ 2mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS8098.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS8098-ND,MPS8098,Fairchild Semiconductor,TRANS NPN 60V 0.5A TO-92,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","500mA","60V","400mV @ 5mA, 100mA","100nA","100 @ 1mA, 5V","625mW","150MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/PN3646.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN3646-ND,PN3646,Fairchild Semiconductor,TRANS NPN 15V 0.3A TO-92,0,0,"Call","0","4000","Bulk","-","Obsolete","NPN","300mA","15V","500mV @ 3mA, 300mA","500nA","30 @ 30mA, 400mV","350mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ST57711-ND,ST57711,Fairchild Semiconductor,TRANS PNP 15V 0.2A TO-92,0,0,"Call","0","2000","Bulk","-","Obsolete","PNP","200mA","15V","600mV @ 5mA, 50mA","10nA","30 @ 10mA, 300mV","350mW","-","-","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT100.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN100-ND,PN100,Fairchild Semiconductor,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","45V","400mV @ 20mA, 200mA","50nA","100 @ 150mA, 5V","625mW","250MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS6521.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS6521FS-ND,MPS6521,Fairchild Semiconductor,TRANS NPN 25V 0.1A TO-92,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","100mA","25V","500mV @ 5mA, 50mA","50nA (ICBO)","300 @ 2mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/PN4143.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN4143-ND,PN4143,Fairchild Semiconductor,TRANS PNP 40V 0.8A TO-92,0,0,"Call","0","2000","Bulk","-","Obsolete","PNP","800mA","40V","1.6V @ 50mA, 500mA","-","100 @ 150mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD1616.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD1616GBU-ND,KSD1616GBU,Fairchild Semiconductor,TRANS NPN 50V 1A TO-92,0,0,"Call","0","20000","Bulk","-","Obsolete","NPN","1A","50V","300mV @ 50mA, 1A","100nA (ICBO)","200 @ 100mA, 2V","750mW","160MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116AYTA-ND,KSB1116AYTA,Fairchild Semiconductor,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","135 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116ALTA-ND,KSB1116ALTA,Fairchild Semiconductor,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","300 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD1616A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD1616ALBU-ND,KSD1616ALBU,Fairchild Semiconductor,TRANS NPN 60V 1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","300 @ 100mA, 2V","750mW","160MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116AGTA-ND,KSB1116AGTA,Fairchild Semiconductor,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","200 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116YTA-ND,KSB1116YTA,Fairchild Semiconductor,TRANS PNP 50V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","50V","300mV @ 50mA, 1A","100nA (ICBO)","135 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116LBU-ND,KSB1116LBU,Fairchild Semiconductor,TRANS PNP 50V 1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","1A","50V","300mV @ 50mA, 1A","100nA (ICBO)","300 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSB1116A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSB1116AYBU-ND,KSB1116AYBU,Fairchild Semiconductor,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","135 @ 100mA, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD1616.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD1616YTA-ND,KSD1616YTA,Fairchild Semiconductor,TRANS NPN 50V 1A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","1A","50V","300mV @ 50mA, 1A","100nA (ICBO)","135 @ 100mA, 2V","750mW","160MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
