Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1175.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1175LTA-ND,KSA1175LTA,Fairchild Semiconductor,TRANS PNP 50V 0.15A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","350 @ 1mA, 6V","250mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1175.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1175YBU-ND,KSA1175YBU,Fairchild Semiconductor,TRANS PNP 50V 0.15A TO-92S,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 6V","250mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
https://www.fairchildsemi.com/datasheets/KS/KSC1009.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC1009YBU-ND,KSC1009YBU,Fairchild Semiconductor,TRANS NPN 140V 0.7A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","700mA","140V","700mV @ 20mA, 200mA","100nA (ICBO)","120 @ 50mA, 2V","800mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP25-KSP27.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP26BU-ND,KSP26BU,Fairchild Semiconductor,TRANS NPN DARL 50V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN - Darlington","500mA","50V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC1009.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC1009OTA-ND,KSC1009OTA,Fairchild Semiconductor,TRANS NPN 140V 0.7A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","700mA","140V","700mV @ 20mA, 200mA","100nA (ICBO)","70 @ 50mA, 2V","800mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC1009.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC1009OBU-ND,KSC1009OBU,Fairchild Semiconductor,TRANS NPN 140V 0.7A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","700mA","140V","700mV @ 20mA, 200mA","100nA (ICBO)","70 @ 50mA, 2V","800mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/package-drawings/M0/M03B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT3416-ND,MMBT3416,Fairchild Semiconductor,TRANS NPN 50V 0.5A SOT-23,0,0,"Call","0","6000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","50V","-","-","-","350mW","-","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSC1009.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC1009CYTA-ND,KSC1009CYTA,Fairchild Semiconductor,TRANS NPN 140V 0.7A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","700mA","140V","700mV @ 20mA, 200mA","100nA (ICBO)","120 @ 50mA, 2V","800mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2001.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2001OBU-ND,KSC2001OBU,Fairchild Semiconductor,TRANS NPN 25V 0.7A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","NPN","700mA","25V","600mV @ 70mA, 700mA","100nA (ICBO)","90 @ 100mA, 1V","600mW","170MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1175.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1175GTA-ND,KSA1175GTA,Fairchild Semiconductor,TRANS PNP 50V 0.15A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","200 @ 1mA, 6V","250mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/PN200(A),%20MMBT200(A).pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT200A-ND,MMBT200A,Fairchild Semiconductor,TRANS PNP 45V 0.5A SOT-23,0,0,"Call","0","6000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","45V","400mV @ 20mA, 200mA","50nA","300 @ 10mA, 1V","350mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2001.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2001YBU-ND,KSC2001YBU,Fairchild Semiconductor,TRANS NPN 25V 0.7A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","NPN","700mA","25V","600mV @ 70mA, 700mA","100nA (ICBO)","135 @ 100mA, 1V","600mW","170MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT100.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT100A-ND,MMBT100A,Fairchild Semiconductor,TRANS NPN 45V 0.5A SOT-23,0,0,"Call","0","6000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","45V","400mV @ 20mA, 200mA","50nA","300 @ 10mA, 1V","350mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSP13.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP14TA-ND,KSP14TA,Fairchild Semiconductor,TRANS NPN DARL 30V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","625mW","125MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP25-KSP27.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP26TA-ND,KSP26TA,Fairchild Semiconductor,TRANS NPN DARL 50V 0.5A TO-92,0,0,"Call","0","46000","Tape & Box (TB)","-","Obsolete","NPN - Darlington","500mA","50V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP25-KSP27.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP25TA-ND,KSP25TA,Fairchild Semiconductor,TRANS NPN DARL 40V 0.5A TO-92,0,0,"Call","0","46000","Tape & Box (TB)","-","Obsolete","NPN - Darlington","500mA","40V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSP25-KSP27.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP25BU-ND,KSP25BU,Fairchild Semiconductor,TRANS NPN DARL 40V 0.5A TO-92,0,0,"Call","0","50000","Bulk","-","Obsolete","NPN - Darlington","500mA","40V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","625mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC900.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC900LBU-ND,KSC900LBU,Fairchild Semiconductor,TRANS NPN 25V 0.05A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","50mA","25V","200mV @ 2mA, 20mA","50nA (ICBO)","350 @ 500µA, 3V","250mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSP55.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP56TA-ND,KSP56TA,Fairchild Semiconductor,TRANS PNP 80V 0.5A TO-92,0,0,"Call","0","22000","Tape & Box (TB)","-","Obsolete","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","50 @ 100mA, 1V","625mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSP55.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP56TF-ND,KSP56TF,Fairchild Semiconductor,TRANS PNP 80V 0.5A TO-92,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","50 @ 100mA, 1V","625mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC900.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC900LTA-ND,KSC900LTA,Fairchild Semiconductor,TRANS NPN 25V 0.05A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN","50mA","25V","200mV @ 2mA, 20mA","50nA (ICBO)","350 @ 500µA, 3V","250mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC900.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC900GTA-ND,KSC900GTA,Fairchild Semiconductor,TRANS NPN 25V 0.05A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","50mA","25V","200mV @ 2mA, 20mA","50nA (ICBO)","200 @ 500µA, 3V","250mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643CYTA-ND,KSA643CYTA,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","120 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643GBU-ND,KSA643GBU,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","200 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643GTA-ND,KSA643GTA,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","200 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC900.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC900CGTA-ND,KSC900CGTA,Fairchild Semiconductor,TRANS NPN 25V 0.05A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","50mA","25V","200mV @ 2mA, 20mA","50nA (ICBO)","200 @ 500µA, 3V","250mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSP55.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSP56BU-ND,KSP56BU,Fairchild Semiconductor,TRANS PNP 80V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","50 @ 100mA, 1V","625mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643CYBU-ND,KSA643CYBU,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","120 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643OTA-ND,KSA643OTA,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","70 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA643.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA643YBU-ND,KSA643YBU,Fairchild Semiconductor,TRANS PNP 20V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","20V","400mV @ 50mA, 500mA","200nA (ICBO)","120 @ 100mA, 1V","500mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC900.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC900CYTA-ND,KSC900CYTA,Fairchild Semiconductor,TRANS NPN 25V 0.05A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","50mA","25V","200mV @ 2mA, 20mA","50nA (ICBO)","120 @ 500µA, 3V","250mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1174.PDF,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1174FTA-ND,KSA1174FTA,Fairchild Semiconductor,TRANS PNP 120V 0.05A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","PNP","50mA","120V","300mV @ 1mA, 10mA","1µA","300 @ 1mA, 6V","300mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1174.PDF,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1174FBU-ND,KSA1174FBU,Fairchild Semiconductor,TRANS PNP 120V 0.05A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","PNP","50mA","120V","300mV @ 1mA, 10mA","1µA","300 @ 1mA, 6V","300mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1378.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1378YBU-ND,KSA1378YBU,Fairchild Semiconductor,TRANS PNP 25V 0.3A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","PNP","300mA","25V","600mV @ 30mA, 300mA","100mA (ICBO)","120 @ 50mA, 1V","300mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785YBU-ND,KSC2785YBU,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2784.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2784FBU-ND,KSC2784FBU,Fairchild Semiconductor,TRANS NPN 120V 0.05A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","NPN","50mA","120V","300mV @ 1mA, 10mA","50nA (ICBO)","300 @ 1mA, 6V","300mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1174.PDF,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1174PTA-ND,KSA1174PTA,Fairchild Semiconductor,TRANS PNP 120V 0.05A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","PNP","50mA","120V","300mV @ 1mA, 10mA","1µA","200 @ 1mA, 6V","300mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KS3302TA-ND,KS3302TA,Fairchild Semiconductor,TRANS NPN 40V 0.2A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","200mA","40V","150mV @ 10mA, 100mA","-","-","-","-","-","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2784.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2784FTA-ND,KSC2784FTA,Fairchild Semiconductor,TRANS NPN 120V 0.05A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","NPN","50mA","120V","300mV @ 1mA, 10mA","50nA (ICBO)","300 @ 1mA, 6V","300mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2669.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2669OBU-ND,KSC2669OBU,Fairchild Semiconductor,TRANS NPN 30V 0.03A TO-92S,0,0,"Call","0","20000","Bulk","-","Obsolete","NPN","30mA","30V","400mV @ 1mA, 10mA","100nA (ICBO)","70 @ 2mA, 12V","200mW","250MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2784.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2784PBU-ND,KSC2784PBU,Fairchild Semiconductor,TRANS NPN 120V 0.05A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","NPN","50mA","120V","300mV @ 1mA, 10mA","50nA (ICBO)","200 @ 1mA, 6V","300mW","110MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785GBU-ND,KSC2785GBU,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","200 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
https://www.fairchildsemi.com/datasheets/KS/KSA1298.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,KSA1298OMTF-ND,KSA1298OMTF,Fairchild Semiconductor,TRANS PNP 25V 0.8A SOT-23,0,0,"Call","0","15000","Tape & Reel (TR)","-","Obsolete","PNP","800mA","25V","400mV @ 20mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","200mW","120MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785LTA-ND,KSC2785LTA,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","350 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785YTA-ND,KSC2785YTA,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","3000","Tape & Box (TB)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSA1174.PDF,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSA1174PBU-ND,KSA1174PBU,Fairchild Semiconductor,TRANS PNP 120V 0.05A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","PNP","50mA","120V","300mV @ 1mA, 10mA","1µA","200 @ 1mA, 6V","300mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785OTA-ND,KSC2785OTA,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785OBU-ND,KSC2785OBU,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","40000","Bulk","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body","TO-92S"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2785.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MFG_TO-92S%20DESC.jpg,KSC2785GTA-ND,KSC2785GTA,Fairchild Semiconductor,TRANS NPN 50V 0.15A TO-92S,0,0,"Call","0","39000","Tape & Box (TB)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","200 @ 1mA, 6V","250mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Short Body (Formed Leads)","TO-92S"
