Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.onsemi.com/pub_link/Collateral/MJB41C-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/D%C2%B2Pak,TO-263_418B%E2%88%9204.jpg",MJB41CT4GOSCT-ND,MJB41CT4G,ON Semiconductor,TRANS NPN 100V 6A D2PAK-3,1503,0,"1.12000","0","1","Cut Tape (CT)","-","Active","NPN","6A","100V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","2W","3MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.onsemi.com/pub_link/Collateral/MJB41C-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/D%C2%B2Pak,TO-263_418B%E2%88%9204.jpg",MJB41CT4GOSDKR-ND,MJB41CT4G,ON Semiconductor,TRANS NPN 100V 6A D2PAK-3,1503,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6A","100V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","2W","3MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.onsemi.com/pub_link/Collateral/MJE243-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,MJE253GOS-ND,MJE253G,ON Semiconductor,TRANS PNP 100V 4A TO225AA,3303,0,"0.63000","0","1","Bulk","-","Active","PNP","4A","100V","600mV @ 100mA, 1A","100nA (ICBO)","40 @ 200mA, 1V","1.5W","40MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/TIP41A-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,TIP41CGOS-ND,TIP41CG,ON Semiconductor,TRANS NPN 100V 6A TO220AB,2549,0,"0.63000","0","1","Tube","-","Active","NPN","6A","100V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","2W","3MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
https://www.fairchildsemi.com/datasheets/TI/TIP41B.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,TIP41AFS-ND,TIP41A,Fairchild Semiconductor,TRANS NPN 60V 6A TO-220,1093,3600,"0.63000","0","1","Bulk","-","Active","NPN","6A","60V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","2W","3MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP072.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N3704CS-ND,2N3704,Central Semiconductor Corp,TRANS NPN 30V TO-92,4371,30000,"0.64000","0","1","Bulk","-","Active","NPN","-","30V","-","100nA (ICBO)","100 @ 50mA, 2V","-","100MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
http://www.st.com/content/ccc/resource/technical/document/datasheet/0f/f5/33/82/aa/f8/4a/39/CD00000910.pdf/files/CD00000910.pdf/jcr:content/translations/en.CD00000910.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-14155-5-ND,BD438,STMicroelectronics,TRANS PNP 45V 4A SOT32,1078,0,"0.64000","0","1","Tube","-","Active","PNP","4A","45V","600mV @ 200mA, 2A","100µA","30 @ 10mA, 5V","36W","3MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32"
http://www.onsemi.com/pub_link/Collateral/MJE700-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,MJE800GOS-ND,MJE800G,ON Semiconductor,TRANS NPN DARL 60V 4A TO225AA,7513,68500,"0.65000","0","1","Bulk","-","Active","NPN - Darlington","4A","60V","2.5V @ 30mA, 1.5A","100µA","750 @ 1.5A, 3V","40W","-","-55°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP072.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N3392CS-ND,2N3392,Central Semiconductor Corp,TRANS NPN 25V TO-92,5623,2500,"0.65000","0","1","Bulk","-","Active","NPN","-","25V","-","100nA (ICBO)","150 @ 2mA, 4.5V","-","120MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
http://www.onsemi.com/pub_link/Collateral/MJD44H11-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,MJD45H11GOS-ND,MJD45H11G,ON Semiconductor,TRANS PNP 80V 8A DPAK,3061,0,"0.65000","0","1","Tube","-","Active","PNP","8A","80V","1V @ 400mA, 8A","1µA","40 @ 4A, 1V","1.75W","90MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
http://www.onsemi.com/pub_link/Collateral/MJE700-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,MJE700GOS-ND,MJE700G,ON Semiconductor,TRANS PNP DARL 60V 4A TO225AA,2513,6000,"0.65000","0","1","Bulk","-","Active","PNP - Darlington","4A","60V","2.5V @ 30mA, 1.5A","100µA","750 @ 1.5A, 3V","40W","-","-55°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
https://www.fairchildsemi.com/datasheets/BD/BD243C.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,BD243C-ND,BD243C,Fairchild Semiconductor,TRANS NPN 100V 6A TO-220,1574,4800,"0.65000","0","1","Bulk","-","Active","NPN","6A","100V","1.5V @ 1A, 6A","700µA","15 @ 3A, 4V","65W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220"
https://www.fairchildsemi.com/datasheets/KS/KSD2012.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;MKT-TO220M03;;3.jpg,KSD2012GTU-ND,KSD2012GTU,Fairchild Semiconductor,TRANS NPN 60V 3A TO-220F,7977,0,"0.66000","0","1","Tube","-","Active","NPN","3A","60V","1V @ 200mA, 2A","100µA (ICBO)","150 @ 500mA, 5V","25W","3MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
https://www.fairchildsemi.com/datasheets/D4/D44H8.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,D44H11TUFS-ND,D44H11TU,Fairchild Semiconductor,TRANS NPN 80V 10A TO-220,1116,17000,"0.66000","0","1","Tube","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","60W","50MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
http://www.onsemi.com/pub_link/Collateral/TIP41A-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,TIP42CGOS-ND,TIP42CG,ON Semiconductor,TRANS PNP 100V 6A TO220AB,1022,389600,"0.66000","0","1","Tube","-","Active","PNP","6A","100V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","2W","3MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00160678.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-10295-ND,ST13003-K,STMicroelectronics,TRANS NPN 400V 1.5A SOT-32,2233,0,"0.67000","0","1","Bulk","-","Active","NPN","1.5A","400V","1.5V @ 500mA, 1.5A","1mA","5 @ 1A, 2V","40W","-","-40°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
https://www.fairchildsemi.com/datasheets/BD/BDX53C.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,BDX53C-ND,BDX53C,Fairchild Semiconductor,TRANS NPN DARL 100V 8A TO-220,1609,9600,"0.67000","0","1","Bulk","-","Active","NPN - Darlington","8A","100V","2V @ 12mA, 3A","500µA","750 @ 3A, 3V","60W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220"
http://www.onsemi.com/pub_link/Collateral/BD241C-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BD242CGOS-ND,BD242CG,ON Semiconductor,TRANS PNP 100V 3A TO220AB,1163,0,"0.68000","0","1","Tube","-","Active","PNP","3A","100V","1.2V @ 600mA, 3A","300µA","25 @ 1A, 4V","40W","3MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/MJB44H11-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/D%C2%B2Pak,TO-263_418B%E2%88%9204.jpg",MJB44H11T4GOSTR-ND,MJB44H11T4G,ON Semiconductor,TRANS NPN 80V 10A D2PAK-3,1600,0,"0.68838","0","800","Tape & Reel (TR)","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.onsemi.com/pub_link/Collateral/MJB44H11-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/D%C2%B2Pak,TO-263_418B%E2%88%9204.jpg",MJB44H11T4GOSCT-ND,MJB44H11T4G,ON Semiconductor,TRANS NPN 80V 10A D2PAK-3,1908,0,"1.23000","0","1","Cut Tape (CT)","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.onsemi.com/pub_link/Collateral/MJB44H11-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/D%C2%B2Pak,TO-263_418B%E2%88%9204.jpg",MJB44H11T4GOSDKR-ND,MJB44H11T4G,ON Semiconductor,TRANS NPN 80V 10A D2PAK-3,1908,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.onsemi.com/pub/Collateral/ENA1800-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3%20Full%20Pack.jpg,2SC6144SGOS-ND,2SC6144SG,ON Semiconductor,TRANS NPN 50V 10A TO220F-3FS,5400,0,"0.69000","0","1","Tube","-","Active","NPN","10A","50V","360mV @ 300mA, 6A","10µA (ICBO)","200 @ 270mA, 2V","25W","330MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F-3FS"
https://www.fairchildsemi.com/datasheets/BU/BU406.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,BU406TU-ND,BU406TU,Fairchild Semiconductor,TRANS NPN 200V 7A TO-220,2813,90000,"0.69000","0","1","Tube","-","Active","NPN","7A","200V","1V @ 500mA, 5A","5mA","-","60W","10MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/e0/c6/77/e6/54/4c/16/CD00000929.pdf/files/CD00000929.pdf/jcr:content/translations/en.CD00000929.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2573-5-ND,MJE3055T,STMicroelectronics,TRANS NPN 60V 10A TO-220,2349,0,"0.69000","0","1","Tube","-","Active","NPN","10A","60V","8V @ 3.3A, 10A","700µA","20 @ 4A, 4V","75W","2MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/f9/ed/f5/44/26/b9/43/a4/CD00000911.pdf/files/CD00000911.pdf/jcr:content/translations/en.CD00000911.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2537-5-ND,TIP121,STMicroelectronics,TRANS NPN DARL 80V 5A TO-220,1608,0,"0.69000","0","1","Tube","-","Active","NPN - Darlington","5A","80V","4V @ 20mA, 5A","500µA","1000 @ 3A, 3V","2W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/e0/c6/77/e6/54/4c/16/CD00000929.pdf/files/CD00000929.pdf/jcr:content/translations/en.CD00000929.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2621-5-ND,MJE2955T,STMicroelectronics,TRANS PNP 60V 10A TO-220,1230,0,"0.69000","0","1","Tube","-","Active","PNP","10A","60V","8V @ 3.3A, 10A","700µA","20 @ 4A, 4V","75W","2MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/TIP47-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,TIP50GOS-ND,TIP50G,ON Semiconductor,TRANS NPN 400V 1A TO220AB,3025,0,"0.70000","0","1","Tube","-","Active","NPN","1A","400V","1V @ 200mA, 1A","1mA","30 @ 300mA, 10V","2W","10MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.diodes.com/_files/datasheets/ZTX1049A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1049A-ND,ZTX1049A,Diodes Incorporated,TRANS NPN 25V 4A E-LINE,29261,0,"0.71000","0","1","Bulk","-","Active","NPN","4A","25V","220mV @ 50mA, 4A","10nA","300 @ 1A, 2V","1W","180MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.onsemi.com/pub_link/Collateral/2N6035-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,2N6039GOS-ND,2N6039G,ON Semiconductor,TRANS NPN DARL 80V 4A TO225AA,5360,0,"0.71000","0","1","Bulk","-","Active","NPN - Darlington","4A","80V","3V @ 40mA, 4A","100µA","750 @ 2A, 3V","40W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
https://www.fairchildsemi.com/datasheets/TI/TIP105.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,TIP107-ND,TIP107,Fairchild Semiconductor,TRANS PNP DARL 100V 8A TO-220,5789,2400,"0.72000","0","1","Bulk","-","Active","PNP - Darlington","8A","100V","2.5V @ 80mA, 8A","50µA","1000 @ 3A, 4V","2W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
http://www.onsemi.com/pub_link/Collateral/2N5194-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,2N5194GOS-ND,2N5194G,ON Semiconductor,TRANS PNP 60V 4A TO225AA,1785,4500,"0.72000","0","1","Bulk","-","Active","PNP","4A","60V","1.4V @ 1A, 4A","1mA","25 @ 1.5A, 2V","40W","2MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/TIP120-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,TIP127GOS-ND,TIP127G,ON Semiconductor,TRANS PNP DARL 100V 5A TO220AB,1269,0,"0.72000","0","1","Tube","-","Active","PNP - Darlington","5A","100V","4V @ 20mA, 5A","500µA","1000 @ 3A, 3V","2W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/EN6913-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-251-3-Short-Leads,-IPak,-TO-251AA-TP.jpg",2SC5707-EOS-ND,2SC5707-E,ON Semiconductor,TRANS NPN 50V 8A TP,1065,41500,"0.73000","0","1","Bulk","-","Active","NPN","8A","50V","240mV @ 175mA, 3.5A","100nA (ICBO)","200 @ 500mA, 2V","1W","330MHz","150°C (TJ)","Through Hole","TO-251-3 Short Leads, IPak, TO-251AA","TP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/6b/03/5d/ed/29/77/49/0d/CD00000925.pdf/files/CD00000925.pdf/jcr:content/translations/en.CD00000925.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-7181-5-ND,BDW94C,STMicroelectronics,TRANS PNP DARL 100V 12A TO-220,1753,0,"0.74000","0","1","Tube","-","Active","PNP - Darlington","12A","100V","3V @ 100mA, 10A","1mA","750 @ 5A, 3V","80W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/NJD35N04-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,NJD35N04GOS-ND,NJD35N04G,ON Semiconductor,TRANS NPN DARL 350V 4A DPAK,1424,8025,"0.75000","0","1","Tube","-","Active","NPN - Darlington","4A","350V","1.5V @ 20mA, 2A","50µA","2000 @ 2A, 2V","45W","90MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
http://www.onsemi.com/pub_link/Collateral/2N6040-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,2N6045GOS-ND,2N6045G,ON Semiconductor,TRANS NPN DARL 100V 8A TO220AB,1256,9150,"0.76000","0","1","Tube","-","Active","NPN - Darlington","8A","100V","2V @ 12mA, 3A","20µA","1000 @ 3A, 4V","75W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX756.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX757-ND,ZTX757,Diodes Incorporated,TRANS PNP 300V 0.5A E-LINE,7742,48000,"0.77000","0","1","Bulk","-","Active","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.onsemi.com/pub_link/Collateral/2N6040-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,2N6043GOS-ND,2N6043G,ON Semiconductor,TRANS NPN DARL 60V 8A TO220AB,1605,550,"0.77000","0","1","Tube","-","Active","NPN - Darlington","8A","60V","2V @ 16mA, 4A","20µA","1000 @ 4A, 4V","75W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/1f/51/a4/6a/68/84/45/a6/CD00000939.pdf/files/CD00000939.pdf/jcr:content/translations/en.CD00000939.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-5776-ND,BD679,STMicroelectronics,TRANS NPN DARL 80V 4A SOT-32,4154,0,"0.78000","0","1","Tube","-","Active","NPN - Darlington","4A","80V","2.5V @ 30mA, 1.5A","500µA","750 @ 1.5A, 3V","40W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
http://www.onsemi.com/pub_link/Collateral/2N6040-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,2N6040GOS-ND,2N6040G,ON Semiconductor,TRANS PNP DARL 60V 8A TO220AB,2742,5700,"0.81000","0","1","Tube","-","Active","PNP - Darlington","8A","60V","2V @ 16mA, 4A","20µA","1000 @ 4A, 4V","75W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=MPSA18.pdf,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,MPSA18CS-ND,MPSA18,Central Semiconductor Corp,TRANS NPN 45V 0.2A TO-92,5882,0,"0.83000","0","1","Bulk","-","Active","NPN","200mA","45V","300mV @ 5mA, 50mA","50nA (ICBO)","500 @ 10mA, 5V","625mW","100MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
http://www.st.com/content/ccc/resource/technical/document/datasheet/5d/d2/b4/16/4a/3f/4b/ca/CD00000998.pdf/files/CD00000998.pdf/jcr:content/translations/en.CD00000998.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-12757-5-ND,BUX87,STMicroelectronics,TRANS NPN 450V 0.5A SOT-32,2065,0,"0.85000","0","1","Tube","-","Active","NPN","500mA","450V","1V @ 20mA, 200mA","100µA","12 @ 40mA, 5V","40W","20MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
http://www.diodes.com/_files/datasheets/ZTX650.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX651-ND,ZTX651,Diodes Incorporated,TRANS NPN 60V 2A E-LINE,4779,0,"0.86000","0","1","Bulk","-","Active","NPN","2A","60V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","175MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX652.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX653-ND,ZTX653,Diodes Incorporated,TRANS NPN 100V 2A E-LINE,4397,12000,"0.86000","0","1","Bulk","-","Active","NPN","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","175MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.onsemi.com/pub_link/Collateral/MJE13007-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,MJE13007GOS-ND,MJE13007G,ON Semiconductor,TRANS NPN 400V 8A TO220AB,1983,0,"0.86000","0","1","Tube","SWITCHMODE™","Active","NPN","8A","400V","3V @ 2A, 8A","100µA","5 @ 5A, 5V","80W","14MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/BDX33B-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BDX33CGOS-ND,BDX33CG,ON Semiconductor,TRANS NPN DARL 100V 10A TO220AB,1663,1600,"0.86000","0","1","Tube","-","Active","NPN - Darlington","10A","100V","2.5V @ 6mA, 3A","500µA","750 @ 3A, 3V","70W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/BDW42-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BDW42GOS-ND,BDW42G,ON Semiconductor,TRANS NPN DARL 100V 15A TO-220AB,1452,900,"0.86000","0","1","Tube","-","Active","NPN - Darlington","15A","100V","3V @ 50mA, 10A","2mA","1000 @ 5A, 4V","85W","4MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX752.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX753-ND,ZTX753,Diodes Incorporated,TRANS PNP 100V 2A E-LINE,1077,0,"0.86000","0","1","Bulk","-","Active","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX600.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX601B-ND,ZTX601B,Diodes Incorporated,TRANS NPN DARL 160V 1A E-LINE,3686,52000,"0.87000","0","1","Bulk","-","Active","NPN - Darlington","1A","160V","1.2V @ 10mA, 1A","10µA","10000 @ 500mA, 10V","1W","250MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX656.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX657-ND,ZTX657,Diodes Incorporated,TRANS NPN 300V 0.5A E-LINE,3591,0,"0.87000","0","1","Bulk","-","Active","NPN","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.onsemi.com/pub_link/Collateral/2N6107-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,2N6107GOS-ND,2N6107G,ON Semiconductor,TRANS PNP 70V 7A TO220AB,2485,0,"0.87000","0","1","Tube","-","Active","PNP","7A","70V","3.5V @ 3A, 7A","1mA","30 @ 2A, 4V","40W","10MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.diodes.com/_files/datasheets/ZTX658.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX658-ND,ZTX658,Diodes Incorporated,TRANS NPN 400V 0.5A E-LINE,2454,28000,"0.87000","0","1","Bulk","-","Active","NPN","500mA","400V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","1W","50MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX600.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX601-ND,ZTX601,Diodes Incorporated,TRANS NPN DARL 160V 1A E-LINE,2431,0,"0.87000","0","1","Bulk","-","Active","NPN - Darlington","1A","160V","1.2V @ 10mA, 1A","10µA","2000 @ 500mA, 10V","1W","250MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX749.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX749-ND,ZTX749,Diodes Incorporated,TRANS PNP 25V 2A E-LINE,1593,0,"0.87000","0","1","Bulk","-","Active","PNP","2A","25V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 1A, 2V","1W","160MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
