Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.diodes.com/_files/datasheets/ZTX689B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX689BSTOA-ND,ZTX689BSTOA,Diodes Incorporated,TRANS NPN 20V 3A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","3A","20V","500mV @ 10mA, 2A","100nA (ICBO)","400 @ 2A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX689B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX689BSTOB-ND,ZTX689BSTOB,Diodes Incorporated,TRANS NPN 20V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","3A","20V","500mV @ 10mA, 2A","100nA (ICBO)","400 @ 2A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX690B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX690BSTOA-ND,ZTX690BSTOA,Diodes Incorporated,TRANS NPN 45V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","2A","45V","500mV @ 5mA, 1A","100nA (ICBO)","400 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX690B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX690BSTOB-ND,ZTX690BSTOB,Diodes Incorporated,TRANS NPN 45V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","2A","45V","500mV @ 5mA, 1A","100nA (ICBO)","400 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX692B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX692BSTOA-ND,ZTX692BSTOA,Diodes Incorporated,TRANS NPN 70V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","1A","70V","500mV @ 10mA, 1A","100nA (ICBO)","400 @ 500mA, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX692B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX692BSTOB-ND,ZTX692BSTOB,Diodes Incorporated,TRANS NPN 70V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","1A","70V","500mV @ 10mA, 1A","100nA (ICBO)","400 @ 500mA, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX694B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX694BSTOA-ND,ZTX694BSTOA,Diodes Incorporated,TRANS NPN 120V 0.5A E-LINE,0,0,"Call","0","8000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","120V","500mV @ 5mA, 400mA","100nA (ICBO)","400 @ 200mA, 2V","1W","130MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX694B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX694BSTOB-ND,ZTX694BSTOB,Diodes Incorporated,TRANS NPN 120V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","120V","500mV @ 5mA, 400mA","100nA (ICBO)","400 @ 200mA, 2V","1W","130MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX696B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX696BSTOA-ND,ZTX696BSTOA,Diodes Incorporated,TRANS NPN 180V 0.5A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","180V","250mV @ 5mA, 200mA","100nA (ICBO)","150 @ 200mA, 5V","1W","70MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX696B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX696BSTOB-ND,ZTX696BSTOB,Diodes Incorporated,TRANS NPN 180V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","180V","250mV @ 5mA, 200mA","100nA (ICBO)","150 @ 200mA, 5V","1W","70MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX705STOA-ND,ZTX705STOA,Diodes Incorporated,TRANS PNP DARL 120V 1A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP - Darlington","1A","120V","2.5V @ 2mA, 2A","10µA","3000 @ 1A, 5V","1W","160MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX705STOB-ND,ZTX705STOB,Diodes Incorporated,TRANS PNP DARL 120V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP - Darlington","1A","120V","2.5V @ 2mA, 2A","10µA","3000 @ 1A, 5V","1W","160MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX712.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX712STOA-ND,ZTX712STOA,Diodes Incorporated,TRANS PNP DARL 60V 0.8A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP - Darlington","800mA","60V","1.25V @ 8mA, 800mA","100nA (ICBO)","10000 @ 500mA, 5V","1W","-","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX712.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX712STOB-ND,ZTX712STOB,Diodes Incorporated,TRANS PNP DARL 60V 0.8A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP - Darlington","800mA","60V","1.25V @ 8mA, 800mA","100nA (ICBO)","10000 @ 500mA, 5V","1W","-","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX712.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX712STZ-ND,ZTX712STZ,Diodes Incorporated,TRANS PNP DARL 60V 0.8A E-LINE,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP - Darlington","800mA","60V","1.25V @ 8mA, 800mA","100nA (ICBO)","10000 @ 500mA, 5V","1W","-","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX717-ND,ZTX717,Diodes Incorporated,TRANS PNP 12V 3A E-LINE,0,0,"Call","0","2000","Bulk","-","Obsolete","PNP","3A","12V","-","-","-","-","-","-","Through Hole","E-Line-3","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX717STOA-ND,ZTX717STOA,Diodes Incorporated,TRANS PNP 12V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","12V","-","-","-","-","-","-","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX717STOB-ND,ZTX717STOB,Diodes Incorporated,TRANS PNP 12V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","12V","-","-","-","-","-","-","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX717STZ-ND,ZTX717STZ,Diodes Incorporated,TRANS PNP 12V 3A E-LINE,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","3A","12V","-","-","-","-","-","-","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX718.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX718STOA-ND,ZTX718STOA,Diodes Incorporated,TRANS PNP 20V 2.5A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2.5A","20V","260mV @ 200mA, 2.5A","100nA","150 @ 2A, 2V","1W","180MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX718.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX718STOB-ND,ZTX718STOB,Diodes Incorporated,TRANS PNP 20V 2.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","2.5A","20V","260mV @ 200mA, 2.5A","100nA","150 @ 2A, 2V","1W","180MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/ZTX749.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX749STOA-ND,ZTX749STOA,Diodes Incorporated,TRANS PNP 25V 2A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","2A","25V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 1A, 2V","1W","160MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/ZTX749.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX749STOB-ND,ZTX749STOB,Diodes Incorporated,TRANS PNP 25V 2A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","2A","25V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 1A, 2V","1W","160MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX750.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX751STOB-ND,ZTX751STOB,Diodes Incorporated,TRANS PNP 60V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2A","60V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX752.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX753STOA-ND,ZTX753STOA,Diodes Incorporated,TRANS PNP 100V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX752.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX753STOB-ND,ZTX753STOB,Diodes Incorporated,TRANS PNP 100V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","-","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX754.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX755STOB-ND,ZTX755STOB,Diodes Incorporated,TRANS PNP 150V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","1A","150V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX754.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX755STZ-ND,ZTX755STZ,Diodes Incorporated,TRANS PNP 150V 1A E-LINE,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","1A","150V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX756.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX757STOA-ND,ZTX757STOA,Diodes Incorporated,TRANS PNP 300V 0.5A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/ZTX756.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX757STOB-ND,ZTX757STOB,Diodes Incorporated,TRANS PNP 300V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX758.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX758STOA-ND,ZTX758STOA,Diodes Incorporated,TRANS PNP 400V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","400V","500mV @ 10mA, 100mA","100nA","40 @ 200mA, 10V","1W","50MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX758.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX758STOB-ND,ZTX758STOB,Diodes Incorporated,TRANS PNP 400V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","400V","500mV @ 10mA, 100mA","100nA","40 @ 200mA, 10V","1W","50MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX776STOA-ND,ZTX776STOA,Diodes Incorporated,TRANS PNP 200V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","1A","200V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX776STOB-ND,ZTX776STOB,Diodes Incorporated,TRANS PNP 200V 1A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","1A","200V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX776STZ-ND,ZTX776STZ,Diodes Incorporated,TRANS PNP 200V 1A E-LINE,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","1A","200V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","1W","30MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX788A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX788ASTOA-ND,ZTX788ASTOA,Diodes Incorporated,TRANS PNP 15V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","330mV @ 200mA, 3A","100nA (ICBO)","300 @ 10mA, 1V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX788A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX788ASTOB-ND,ZTX788ASTOB,Diodes Incorporated,TRANS PNP 15V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","330mV @ 200mA, 3A","100nA (ICBO)","300 @ 10mA, 1V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX788B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX788BSTOA-ND,ZTX788BSTOA,Diodes Incorporated,TRANS PNP 15V 3A E-LINE,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","450mV @ 10mA, 2A","100nA (ICBO)","500 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX788B.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX788BSTOB-ND,ZTX788BSTOB,Diodes Incorporated,TRANS PNP 15V 3A E-LINE,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","450mV @ 10mA, 2A","100nA (ICBO)","500 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX789A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX789ASTOA-ND,ZTX789ASTOA,Diodes Incorporated,TRANS PNP 25V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","25V","500mV @ 100mA, 3A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX789A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX789ASTOB-ND,ZTX789ASTOB,Diodes Incorporated,TRANS PNP 25V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","3A","25V","500mV @ 100mA, 3A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX790A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX790ASTOA-ND,ZTX790ASTOA,Diodes Incorporated,TRANS PNP 40V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2A","40V","750mV @ 50mA, 2A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX790A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX790ASTOB-ND,ZTX790ASTOB,Diodes Incorporated,TRANS PNP 40V 2A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","2A","40V","750mV @ 50mA, 2A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX792A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX792ASTOA-ND,ZTX792ASTOA,Diodes Incorporated,TRANS PNP 70V 2A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","2A","70V","500mV @ 200mA, 2A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX792A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX792ASTOB-ND,ZTX792ASTOB,Diodes Incorporated,TRANS PNP 70V 2A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","2A","70V","500mV @ 200mA, 2A","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX795A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX795ASTOA-ND,ZTX795ASTOA,Diodes Incorporated,TRANS PNP 140V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","140V","250mV @ 50mA, 500mA","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX795A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX795ASTOB-ND,ZTX795ASTOB,Diodes Incorporated,TRANS PNP 140V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","140V","250mV @ 50mA, 500mA","100nA (ICBO)","300 @ 10mA, 2V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX796A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX796ASTOA-ND,ZTX796ASTOA,Diodes Incorporated,TRANS PNP 200V 0.5A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","200V","300mV @ 20mA, 200mA","100nA","300 @ 10mA, 5V","1W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX849.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX849STOA-ND,ZTX849STOA,Diodes Incorporated,TRANS NPN 30V 5A E-LINE,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","5A","30V","220mV @ 200mA, 5A","50nA (ICBO)","100 @ 1A, 1V","1.2W","100MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
