Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.diodes.com/_files/datasheets/FZT591.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT591TC-ND,FZT591TC,Diodes Incorporated,TRANS PNP 60V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","60V","600mV @ 100mA, 1A","100nA","100 @ 500mA, 5V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT593.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT593TC-ND,FZT593TC,Diodes Incorporated,TRANS PNP 100V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","100V","300mV @ 50mA, 500mA","100nA","100 @ 500mA, 5V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT600A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT600BTC-ND,FZT600BTC,Diodes Incorporated,TRANS NPN DARL 140V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN - Darlington","2A","140V","1.2V @ 10mA, 1A","10µA","10000 @ 500mA, 10V","2W","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT600A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT600TC-ND,FZT600TC,Diodes Incorporated,TRANS NPN DARL 140V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN - Darlington","2A","140V","1.2V @ 10mA, 1A","10µA","2000 @ 500mA, 10V","2W","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT603.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT603TC-ND,FZT603TC,Diodes Incorporated,TRANS NPN DARL 80V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN - Darlington","2A","80V","1.13V @ 20mA, 2A","10µA","5000 @ 500mA, 5V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT655.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT655TC-ND,FZT655TC,Diodes Incorporated,TRANS NPN 150V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","1A","150V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT657.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT657TC-ND,FZT657TC,Diodes Incorporated,TRANS NPN 300V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT658.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT658TC-ND,FZT658TC,Diodes Incorporated,TRANS NPN 400V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","400V","500mV @ 10mA, 100mA","100nA (ICBO)","40 @ 200mA, 10V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT688.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT688BTC-ND,FZT688BTC,Diodes Incorporated,TRANS NPN 12V 4A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","4A","12V","400mV @ 50mA, 4A","100nA (ICBO)","400 @ 3A, 2V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT689B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT689BTC-ND,FZT689BTC,Diodes Incorporated,TRANS NPN 20V 3A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","3A","20V","450mV @ 20mA, 3A","100nA (ICBO)","400 @ 2A, 2V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT690B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT690BTC-ND,FZT690BTC,Diodes Incorporated,TRANS NPN 45V 3A SOT223,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","NPN","3A","45V","500mV @ 5mA, 1A","100nA (ICBO)","150 @ 2A, 2V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT692B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT692BTC-ND,FZT692BTC,Diodes Incorporated,TRANS NPN 70V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","2A","70V","500mV @ 200mA, 2A","100nA","150 @ 1A, 2V","2W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT694B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT694BTC-ND,FZT694BTC,Diodes Incorporated,TRANS NPN 120V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","1A","120V","500mV @ 5mA, 400mA","100nA (ICBO)","150 @ 400mA, 2V","2W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT717.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT717TC-ND,FZT717TC,Diodes Incorporated,TRANS PNP 12V 3A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","3A","12V","320mV @ 50mA, 3A","100nA (ICBO)","300 @ 100mA, 2V","2W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT755.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT755TC-ND,FZT755TC,Diodes Incorporated,TRANS PNP 150V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","150V","500mV @ 200mA, 1A","100nA (ICBO)","50 @ 500mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT757.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT757TC-ND,FZT757TC,Diodes Incorporated,TRANS PNP 300V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT758.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT758TC-ND,FZT758TC,Diodes Incorporated,TRANS PNP 400V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","400V","500mV @ 10mA, 100mA","100nA","40 @ 200mA, 10V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/FZT788B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT788ATC-ND,FZT788ATC,Diodes Incorporated,TRANS PNP 15V 3A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","-","-","-","-","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT788B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT788BTC-ND,FZT788BTC,Diodes Incorporated,TRANS PNP 15V 3A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","3A","15V","500mV @ 50mA, 3A","100nA (ICBO)","500 @ 10mA, 2V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT789A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT789ATC-ND,FZT789ATC,Diodes Incorporated,TRANS PNP 25V 3A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","3A","25V","500mV @ 100mA, 3A","100nA","300 @ 10mA, 2V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT792A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT792ATC-ND,FZT792ATC,Diodes Incorporated,TRANS PNP 70V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","2A","70V","500mV @ 200mA, 2A","100nA (ICBO)","300 @ 10mA, 2V","2W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT795A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT795ATC-ND,FZT795ATC,Diodes Incorporated,TRANS PNP 140V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","140V","250mV @ 50mA, 500mA","100nA","300 @ 10mA, 2V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT796A.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT796ATC-ND,FZT796ATC,Diodes Incorporated,TRANS PNP 200V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","200V","300mV @ 20mA, 200mA","100nA (ICBO)","300 @ 10mA, 10V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT849.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT849TC-ND,FZT849TC,Diodes Incorporated,TRANS NPN 30V 7A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","7A","30V","350mV @ 300mA, 6.5A","50nA (ICBO)","100 @ 1A, 1V","3W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT851.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT851TC-ND,FZT851TC,Diodes Incorporated,TRANS NPN 60V 6A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","6A","60V","375mV @ 300mA, 6A","50nA (ICBO)","100 @ 2A, 1V","3W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT853.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT853TC-ND,FZT853TC,Diodes Incorporated,TRANS NPN 100V 6A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","6A","100V","340mV @ 500mA, 5A","10nA (ICBO)","100 @ 2A, 2V","3W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT855.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT855TC-ND,FZT855TC,Diodes Incorporated,TRANS NPN 150V 5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","5A","150V","355mV @ 500mA, 5A","50nA (ICBO)","100 @ 1A, 5V","3W","90MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT857.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT857TC-ND,FZT857TC,Diodes Incorporated,TRANS NPN 300V 3.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","3.5A","300V","345mV @ 600mA, 3.5A","50nA (ICBO)","100 @ 500mA, 10V","3W","80MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT869.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT869TC-ND,FZT869TC,Diodes Incorporated,TRANS NPN 25V 7A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","7A","25V","350mV @ 150mA, 6.5A","50nA (ICBO)","300 @ 1A, 1V","3W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT948.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT948TC-ND,FZT948TC,Diodes Incorporated,TRANS PNP 20V 6A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","6A","20V","450mV @ 250mA, 6A","50nA (ICBO)","100 @ 1A, 1V","3W","80MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT949.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT949TC-ND,FZT949TC,Diodes Incorporated,TRANS PNP 30V 5.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","5.5A","30V","440mV @ 500mA, 5.5A","50nA (ICBO)","100 @ 1A, 1V","3W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT951_FZT953.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT953TC-ND,FZT953TC,Diodes Incorporated,TRANS PNP 100V 5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","5A","100V","460mV @ 500mA, 5A","50nA (ICBO)","100 @ 2A, 1V","3W","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT9556.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT955TC-ND,FZT955TC,Diodes Incorporated,TRANS PNP 140V 4A SOT223,0,0,"Call","0","16000","Tape & Reel (TR)","-","Obsolete","PNP","4A","140V","370mV @ 300mA, 3A","50nA (ICBO)","100 @ 1A, 5V","3W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT9556.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT956TC-ND,FZT956TC,Diodes Incorporated,TRANS PNP 200V 2A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","2A","200V","370mV @ 300mA, 3A","50nA (ICBO)","100 @ 1A, 5V","3W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT9578.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT957TC-ND,FZT957TC,Diodes Incorporated,TRANS PNP 300V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","300V","240mV @ 300mA, 1A","50nA (ICBO)","100 @ 500mA, 10V","3W","85MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT9578.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT958TC-ND,FZT958TC,Diodes Incorporated,TRANS PNP 400V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","400V","240mV @ 300mA, 1A","50nA (ICBO)","100 @ 500mA, 10V","3W","85MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT968.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT968TC-ND,FZT968TC,Diodes Incorporated,TRANS PNP 12V 6A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","6A","12V","450mV @ 250mA, 6A","10nA (ICBO)","300 @ 500mA, 1V","3W","80MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZTA14.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA14TC-ND,FZTA14TC,Diodes Incorporated,TRANS NPN DARL 30V 1A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN - Darlington","1A","30V","1.6V @ 1mA, 1A","100nA (ICBO)","20000 @ 100mA, 5V","2W","170MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZTA42.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA42TC-ND,FZTA42TC,Diodes Incorporated,TRANS NPN 300V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","300V","500mV @ 2mA, 20mA","100nA (ICBO)","40 @ 30mA, 10V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZTA92.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA92TC-ND,FZTA92TC,Diodes Incorporated,TRANS PNP 300V 0.5A SOT223,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","300V","500mV @ 2mA, 20mA","250nA (ICBO)","25 @ 30mA, 10V","2W","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX10470ASTOA-ND,ZTX10470ASTOA,Diodes Incorporated,TRANS NPN 10V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","10V","185mV @ 10mA, 3A","10nA","300 @ 1A, 2V","1W","150MHz","-","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX10470ASTOB-ND,ZTX10470ASTOB,Diodes Incorporated,TRANS NPN 10V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","10V","185mV @ 10mA, 3A","10nA","300 @ 1A, 2V","1W","150MHz","-","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1047A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1047ASTOA-ND,ZTX1047ASTOA,Diodes Incorporated,TRANS NPN 10V 4A E-LINE,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","4A","10V","190mV @ 20mA, 4A","10nA","300 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1047A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1047ASTOB-ND,ZTX1047ASTOB,Diodes Incorporated,TRANS NPN 10V 4A E-LINE,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","4A","10V","190mV @ 20mA, 4A","10nA","300 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1047A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1047ASTZ-ND,ZTX1047ASTZ,Diodes Incorporated,TRANS NPN 10V 4A E-LINE,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","4A","10V","190mV @ 20mA, 4A","10nA","300 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1048A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1048ASTOA-ND,ZTX1048ASTOA,Diodes Incorporated,TRANS NPN 17.5V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","17.5V","245mV @ 20mA, 4A","10nA","300 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1048A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1048ASTOB-ND,ZTX1048ASTOB,Diodes Incorporated,TRANS NPN 17.5V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","17.5V","245mV @ 20mA, 4A","10nA","300 @ 1A, 2V","1W","150MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1049A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1049ASTOA-ND,ZTX1049ASTOA,Diodes Incorporated,TRANS NPN 25V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","25V","220mV @ 50mA, 4A","10nA","300 @ 1A, 2V","1W","180MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1049A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1049ASTOB-ND,ZTX1049ASTOB,Diodes Incorporated,TRANS NPN 25V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","25V","220mV @ 50mA, 4A","10nA","300 @ 1A, 2V","1W","180MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1051A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1051ASTOA-ND,ZTX1051ASTOA,Diodes Incorporated,TRANS NPN 40V 4A E-LINE,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","NPN","4A","40V","210mV @ 100mA, 4A","10nA","300 @ 1A, 2V","1W","155MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1051A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1051ASTOB-ND,ZTX1051ASTOB,Diodes Incorporated,TRANS NPN 40V 4A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","4A","40V","210mV @ 100mA, 4A","10nA","300 @ 1A, 2V","1W","155MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1053A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1053ASTOA-ND,ZTX1053ASTOA,Diodes Incorporated,TRANS NPN 75V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","3A","75V","350mV @ 100mA, 3A","10nA","300 @ 1A, 2V","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.diodes.com/_files/datasheets/ZTX1053A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX1053ASTOB-ND,ZTX1053ASTOB,Diodes Incorporated,TRANS NPN 75V 3A E-LINE,0,0,"Call","0","2000","Tape & Reel (TR)","-","Obsolete","NPN","3A","75V","350mV @ 100mA, 3A","10nA","300 @ 1A, 2V","1W","140MHz","-55°C ~ 200°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
