Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.nxp.com/documents/data_sheet/PBSS4240Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-12633-2-ND,PBSS4240ZF,NXP USA Inc.,TRANS NPN 40V 2A SOT223,4000,0,"0.12623","0","4000","Tape & Reel (TR)","-","Active","NPN","2A","40V","550mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBSS4240Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-12633-1-ND,PBSS4240ZF,NXP USA Inc.,TRANS NPN 40V 2A SOT223,3887,0,"0.46000","0","1","Cut Tape (CT)","-","Discontinued","NPN","2A","40V","550mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBSS4240Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-12633-6-ND,PBSS4240ZF,NXP USA Inc.,TRANS NPN 40V 2A SOT223,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","2A","40V","550mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBSS5240Z.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT223;Z;4.jpg,568-12634-2-ND,PBSS5240ZF,NXP USA Inc.,TRANS PNP 40V 2A SOT223,4000,0,"0.12623","0","4000","Tape & Reel (TR)","-","Active","PNP","2A","40V","650mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBSS5240Z.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT223;Z;4.jpg,568-12634-1-ND,PBSS5240ZF,NXP USA Inc.,TRANS PNP 40V 2A SOT223,3920,0,"0.46000","0","1","Cut Tape (CT)","-","Discontinued","PNP","2A","40V","650mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBSS5240Z.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT223;Z;4.jpg,568-12634-6-ND,PBSS5240ZF,NXP USA Inc.,TRANS PNP 40V 2A SOT223,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","PNP","2A","40V","650mV @ 200mA, 2A","100nA","300 @ 1mA, 5V","650mW","150MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6037J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6037J0LTR-ND,2SC6037J0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSMINI-3,6000,0,"0.12758","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6037J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6037J0LCT-ND,2SC6037J0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSMINI-3,6539,0,"0.33000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6037J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6037J0LDKR-ND,2SC6037J0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSMINI-3,6539,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2161J0LTR-ND,2SA2161J0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,3000,0,"0.12758","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2161J0LCT-ND,2SA2161J0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,3344,0,"0.33000","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2161J0LDKR-ND,2SA2161J0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,3344,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1790J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA1790JCLTR-ND,2SA1790JCL,Panasonic Electronic Components,TRANS PNP 20V 0.03A SSMINI-3,3000,0,"0.12870","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","110 @ 1mA, 10V","125mW","300MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1790J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA1790JCLCT-ND,2SA1790JCL,Panasonic Electronic Components,TRANS PNP 20V 0.03A SSMINI-3,5437,0,"0.33000","0","1","Cut Tape (CT)","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","110 @ 1mA, 10V","125mW","300MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1790J.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA1790JCLDKR-ND,2SA1790JCL,Panasonic Electronic Components,TRANS PNP 20V 0.03A SSMINI-3,5437,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","110 @ 1mA, 10V","125mW","300MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F1"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-10304-1-ND,"BC847B,235",NXP USA Inc.,TRANS NPN 45V 0.1A SOT23,16509,0,"0.13000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-10304-6-ND,"BC847B,235",NXP USA Inc.,TRANS NPN 45V 0.1A SOT23,16509,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.onsemi.com/pub_link/Collateral/BC856ALT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC858CLT1GOSTR-ND,BC858CLT1G,ON Semiconductor,TRANS PNP 30V 0.1A SOT23,9000,0,"0.02277","0","3000","Tape & Reel (TR)","-","Active","PNP","100mA","30V","650mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","300mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/BC856ALT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC858CLT1GOSCT-ND,BC858CLT1G,ON Semiconductor,TRANS PNP 30V 0.1A SOT23,15115,0,"0.13000","0","1","Cut Tape (CT)","-","Active","PNP","100mA","30V","650mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","300mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/BC856ALT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC858CLT1GOSDKR-ND,BC858CLT1G,ON Semiconductor,TRANS PNP 30V 0.1A SOT23,15115,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","100mA","30V","650mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","300mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/BC817-16LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC817-40LT3GOSTR-ND,BC817-40LT3G,ON Semiconductor,TRANS NPN 45V 0.5A SOT-23,10000,0,"0.01720","0","10000","Tape & Reel (TR)","-","Active","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","300mW","100MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/BC817-16LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC817-40LT3GOSCT-ND,BC817-40LT3G,ON Semiconductor,TRANS NPN 45V 0.5A SOT-23,13145,0,"0.13000","0","1","Cut Tape (CT)","-","Active","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","300mW","100MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/BC817-16LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,BC817-40LT3GOSDKR-ND,BC817-40LT3G,ON Semiconductor,TRANS NPN 45V 0.5A SOT-23,13145,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","300mW","100MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-7998-2-ND,"BC847AW,115",NXP USA Inc.,TRANS NPN 45V 0.1A SOT323,9000,0,"0.02295","0","3000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-7998-1-ND,"BC847AW,115",NXP USA Inc.,TRANS NPN 45V 0.1A SOT323,9902,0,"0.13000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-7998-6-ND,"BC847AW,115",NXP USA Inc.,TRANS NPN 45V 0.1A SOT323,9902,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC846_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg","BC846AW,135-ND","BC846AW,135",NXP USA Inc.,TRANS NPN 65V 0.1A SOT323,0,0,"0.01800","0","10000","Tape & Reel (TR)","-","Active","NPN","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC846_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-6056-2-ND,"BC846AW,115",NXP USA Inc.,TRANS NPN 65V 0.1A SOT323,6000,0,"0.02295","0","3000","Tape & Reel (TR)","-","Active","NPN","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC846_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-6056-1-ND,"BC846AW,115",NXP USA Inc.,TRANS NPN 65V 0.1A SOT323,8487,0,"0.13000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC846_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-6056-6-ND,"BC846AW,115",NXP USA Inc.,TRANS NPN 65V 0.1A SOT323,8487,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC856W_BC857W_BC858W.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg","BC856AW,135-ND","BC856AW,135",NXP USA Inc.,TRANS PNP 65V 0.1A SOT323,0,0,"0.01800","0","10000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","PNP","100mA","65V","600mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC856W_BC857W_BC858W.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-8005-2-ND,"BC856AW,115",NXP USA Inc.,TRANS PNP 65V 0.1A SOT323,3000,0,"0.02295","0","3000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","PNP","100mA","65V","600mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC856W_BC857W_BC858W.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-8005-1-ND,"BC856AW,115",NXP USA Inc.,TRANS PNP 65V 0.1A SOT323,5805,0,"0.13000","0","1","Cut Tape (CT)","Automotive, AEC-Q101","Active","PNP","100mA","65V","600mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.nxp.com/documents/data_sheet/BC856W_BC857W_BC858W.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_SOT-70,%20SOT-323.jpg",568-8005-6-ND,"BC856AW,115",NXP USA Inc.,TRANS PNP 65V 0.1A SOT323,5805,0,"Calculate","0","1","Digi-Reel®","Automotive, AEC-Q101","Active","PNP","100mA","65V","600mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","200mW","100MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SOT-323"
http://www.diodes.com/_files/datasheets/ds31141.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DXT3904-13DITR-ND,DXT3904-13,Diodes Incorporated,TRANS NPN 40V 0.2A SOT89-3,12500,0,"0.13200","0","2500","Tape & Reel (TR)","-","Active","NPN","200mA","40V","300mV @ 5mA, 50mA","-","100 @ 10mA, 1V","1W","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31141.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DXT3904-13DICT-ND,DXT3904-13,Diodes Incorporated,TRANS NPN 40V 0.2A SOT89-3,12975,0,"0.48000","0","1","Cut Tape (CT)","-","Active","NPN","200mA","40V","300mV @ 5mA, 50mA","-","100 @ 10mA, 1V","1W","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31141.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DXT3904-13DIDKR-ND,DXT3904-13,Diodes Incorporated,TRANS NPN 40V 0.2A SOT89-3,12975,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","200mA","40V","300mV @ 5mA, 50mA","-","100 @ 10mA, 1V","1W","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31142.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,2DB1132P-13DITR-ND,2DB1132P-13,Diodes Incorporated,TRANS PNP 32V 1A SOT89-3,5000,0,"0.13200","0","2500","Tape & Reel (TR)","-","Active","PNP","1A","32V","500mV @ 50mA, 500mA","500nA (ICBO)","82 @ 100mA, 3V","1W","190MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31142.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,2DB1132P-13DICT-ND,2DB1132P-13,Diodes Incorporated,TRANS PNP 32V 1A SOT89-3,7480,0,"0.48000","0","1","Cut Tape (CT)","-","Active","PNP","1A","32V","500mV @ 50mA, 500mA","500nA (ICBO)","82 @ 100mA, 3V","1W","190MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31142.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,2DB1132P-13DIDKR-ND,2DB1132P-13,Diodes Incorporated,TRANS PNP 32V 1A SOT89-3,7480,12500,"Calculate","0","1","Digi-Reel®","-","Active","PNP","1A","32V","500mV @ 50mA, 500mA","500nA (ICBO)","82 @ 100mA, 3V","1W","190MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31492.pdf,//media.digikey.com/Renders/Diodes%20Renders/SBR%203-DFN.jpg,DN0150BLP4-7DITR-ND,DN0150BLP4-7,Diodes Incorporated,TRANS NPN 50V 0.1A X1-DFN1006-3,3000,0,"0.13950","0","3000","Tape & Reel (TR)","-","Active","NPN","100mA","50V","250mV @ 10mA, 100mA","100nA (ICBO)","200 @ 2mA, 6V","450mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-XFDFN","X2-DFN1006-3"
http://www.diodes.com/_files/datasheets/ds31492.pdf,//media.digikey.com/Renders/Diodes%20Renders/SBR%203-DFN.jpg,DN0150BLP4-7DICT-ND,DN0150BLP4-7,Diodes Incorporated,TRANS NPN 50V 0.1A X1-DFN1006-3,3000,0,"0.41000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","50V","250mV @ 10mA, 100mA","100nA (ICBO)","200 @ 2mA, 6V","450mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-XFDFN","X2-DFN1006-3"
http://www.diodes.com/_files/datasheets/ds31492.pdf,//media.digikey.com/Renders/Diodes%20Renders/SBR%203-DFN.jpg,DN0150BLP4-7DIDKR-ND,DN0150BLP4-7,Diodes Incorporated,TRANS NPN 50V 0.1A X1-DFN1006-3,3000,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","50V","250mV @ 10mA, 100mA","100nA (ICBO)","200 @ 2mA, 6V","450mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-XFDFN","X2-DFN1006-3"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP55_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP55-16DITR-ND,DCP55-16-13,Diodes Incorporated,TRANS NPN 60V 1A SOT-223,2500,0,"0.13950","0","2500","Tape & Reel (TR)","-","Active","NPN","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP55_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP55-16DICT-ND,DCP55-16-13,Diodes Incorporated,TRANS NPN 60V 1A SOT-223,584,0,"0.40000","0","1","Cut Tape (CT)","-","Discontinued","NPN","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP55_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP55-16DIDKR-ND,DCP55-16-13,Diodes Incorporated,TRANS NPN 60V 1A SOT-223,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP56_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP56-16DITR-ND,DCP56-16-13,Diodes Incorporated,TRANS NPN 80V 1A SOT-223,2500,5000,"0.13950","0","2500","Tape & Reel (TR)","-","Active","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP56_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP56-16DICT-ND,DCP56-16-13,Diodes Incorporated,TRANS NPN 80V 1A SOT-223,3841,0,"0.41000","0","1","Cut Tape (CT)","-","Discontinued","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DCP56_-16.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,DCP56-16DIDKR-ND,DCP56-16-13,Diodes Incorporated,TRANS NPN 80V 1A SOT-223,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1W","200MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ds31329.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,2DB1424R-13DITR-ND,2DB1424R-13,Diodes Incorporated,TRANS PNP 20V 3A SOT89-3,2500,0,"0.13950","0","2500","Tape & Reel (TR)","-","Active","PNP","3A","20V","500mV @ 100mA, 2A","100nA (ICBO)","180 @ 100mA, 2V","1W","220MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ds31329.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,2DB1424R-13DICT-ND,2DB1424R-13,Diodes Incorporated,TRANS PNP 20V 3A SOT89-3,5062,0,"0.41000","0","1","Cut Tape (CT)","-","Active","PNP","3A","20V","500mV @ 100mA, 2A","100nA (ICBO)","180 @ 100mA, 2V","1W","220MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
