Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DZT851.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,1034-DZT851DICT-ND,DZT851-13,Diodes Incorporated,TRANS NPN 60V 6A SOT-223,4917,0,"0.48000","0","1","Cut Tape (CT)","-","Active","NPN","6A","60V","375mV @ 300mA, 6A","50nA (ICBO)","100 @ 2A, 1V","1W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DZT851.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,1034-DZT851DIDKR-ND,DZT851-13,Diodes Incorporated,TRANS NPN 60V 6A SOT-223,4917,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6A","60V","375mV @ 300mA, 6A","50nA (ICBO)","100 @ 2A, 1V","1W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.semicon.panasonic.co.jp/ds4/DSCQ001_E.pdf,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-1123_524AA.jpg,DSCQ00100LTR-ND,DSCQ00100L,Panasonic Electronic Components,TRANS NPN 50V 0.1A USSMINI3,0,0,"0.03263","0","10000","Tape & Reel (TR)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","100mW","150MHz","150°C (TJ)","Surface Mount","SOT-1123","USSMini3-F1-B"
http://www.semicon.panasonic.co.jp/ds4/DSCQ001_E.pdf,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-1123_524AA.jpg,DSCQ00100LCT-ND,DSCQ00100L,Panasonic Electronic Components,TRANS NPN 50V 0.1A USSMINI3,6037,0,"0.10000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","100mW","150MHz","150°C (TJ)","Surface Mount","SOT-1123","USSMini3-F1-B"
http://www.semicon.panasonic.co.jp/ds4/DSCQ001_E.pdf,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-1123_524AA.jpg,DSCQ00100LDKR-ND,DSCQ00100L,Panasonic Electronic Components,TRANS NPN 50V 0.1A USSMINI3,6037,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","100mW","150MHz","150°C (TJ)","Surface Mount","SOT-1123","USSMini3-F1-B"
http://www.semicon.panasonic.co.jp/ds4/DSC2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2001Q0LTR-ND,DSC2001Q0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A MINI3-G3-B,0,0,"0.03122","0","3000","Tape & Reel (TR)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSC2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2001Q0LCT-ND,DSC2001Q0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A MINI3-G3-B,2915,0,"0.10000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSC2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2001Q0LDKR-ND,DSC2001Q0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A MINI3-G3-B,2915,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSA2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSA2001S0LTR-ND,DSA2001S0L,Panasonic Electronic Components,TRANS PNP 50V 0.1A MINI3,0,0,"0.03122","0","3000","Tape & Reel (TR)","-","Active","PNP","100mA","50V","500mV @ 10mA, 100mA","100µA","290 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSA2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSA2001S0LCT-ND,DSA2001S0L,Panasonic Electronic Components,TRANS PNP 50V 0.1A MINI3,2825,0,"0.10000","0","1","Cut Tape (CT)","-","Active","PNP","100mA","50V","500mV @ 10mA, 100mA","100µA","290 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSA2001_CED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSA2001S0LDKR-ND,DSA2001S0L,Panasonic Electronic Components,TRANS PNP 50V 0.1A MINI3,2825,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","100mA","50V","500mV @ 10mA, 100mA","100µA","290 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12652-2-ND,BC68-25PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,3000,0,"0.10260","0","3000","Tape & Reel (TR)","-","Active","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12652-1-ND,BC68-25PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,2997,0,"0.48000","0","1","Cut Tape (CT)","-","Discontinued","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12652-6-ND,BC68-25PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12654-2-ND,BC68PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,3000,0,"0.10260","0","3000","Tape & Reel (TR)","-","Active","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12654-1-ND,BC68PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,2677,0,"0.48000","0","1","Cut Tape (CT)","-","Discontinued","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC68PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12654-6-ND,BC68PASX,NXP USA Inc.,IC TRANS NPN 2A 20V SOT1061,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","170MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12656-2-ND,BC69-16PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,3000,0,"0.10260","0","3000","Tape & Reel (TR)","-","Active","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12656-1-ND,BC69-16PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,3000,0,"0.48000","0","1","Cut Tape (CT)","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12656-6-ND,BC69-16PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12658-2-ND,BC69-25PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,3000,0,"0.10260","0","3000","Tape & Reel (TR)","-","Active","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12658-1-ND,BC69-25PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,3000,0,"0.48000","0","1","Cut Tape (CT)","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12658-6-ND,BC69-25PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12660-2-ND,BC69PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,3000,0,"0.10260","0","3000","Tape & Reel (TR)","-","Active","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12660-1-ND,BC69PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,2900,0,"0.48000","0","1","Cut Tape (CT)","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
http://www.nxp.com/documents/data_sheet/BC69PAS_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-12660-6-ND,BC69PASX,NXP USA Inc.,IC TRANS PNP 2A 20V SOT1061,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","PNP","2A","20V","600mV @ 200mA, 2A","100nA (ICBO)","85 @ 500mA, 1V","420mW","140MHz","150°C (TJ)","Surface Mount","3-SMD, No Lead","DFN2020D-3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2162G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2162G0LTR-ND,2SA2162G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSSMINI-3,10000,0,"0.10556","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2162G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2162G0LCT-ND,2SA2162G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSSMINI-3,19413,0,"0.29000","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2162G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SA2162G0LDKR-ND,2SA2162G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSSMINI-3,19413,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6036.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6036G0LTR-ND,2SC6036G0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSSMINI-3,10000,0,"0.10557","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6036.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6036G0LCT-ND,2SC6036G0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSSMINI-3,15153,0,"0.29000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC6036.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC6036G0LDKR-ND,2SC6036G0L,Panasonic Electronic Components,TRANS NPN 12V 0.5A SSSMINI-3,15153,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","100mW","200MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1820.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SD1820TR-ND,2SD18200RL,Panasonic Electronic Components,TRANS NPN 25V 0.5A SMINI 3P,6000,0,"0.10660","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","25V","600mV @ 30mA, 300mA","100nA (ICBO)","120 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1820.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SD1820CT-ND,2SD18200RL,Panasonic Electronic Components,TRANS NPN 25V 0.5A SMINI 3P,6780,0,"0.27000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","25V","600mV @ 30mA, 300mA","100nA (ICBO)","120 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1820.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SD1820DKR-ND,2SD18200RL,Panasonic Electronic Components,TRANS NPN 25V 0.5A SMINI 3P,6780,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","500mA","25V","600mV @ 30mA, 300mA","100nA (ICBO)","120 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/BCX17.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",BCX17TR-ND,BCX17TA,Diodes Incorporated,TRANS PNP 45V 0.5A SOT23-3,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","45V","620mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","330mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/BCX17.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",BCX17CT-ND,BCX17TA,Diodes Incorporated,TRANS PNP 45V 0.5A SOT23-3,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","45V","620mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","330mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/BCX17.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",981-BCX17TA-CHP,BCX17TA,Diodes Incorporated,TRANS PNP 45V 0.5A SOT23-3,9000,0,"0.10692","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","45V","620mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","330mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1219G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SB1219GSLTR-ND,2SB1219GSL,Panasonic Electronic Components,TRANS PNP 50V 0.5A SMINI-3,3000,0,"0.10776","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","50V","600mV @ 30mA, 300mA","100nA (ICBO)","170 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1219G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SB1219GSLCT-ND,2SB1219GSL,Panasonic Electronic Components,TRANS PNP 50V 0.5A SMINI-3,5715,0,"0.28000","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","50V","600mV @ 30mA, 300mA","100nA (ICBO)","170 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1219G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SB1219GSLDKR-ND,2SB1219GSL,Panasonic Electronic Components,TRANS PNP 50V 0.5A SMINI-3,5715,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","500mA","50V","600mV @ 30mA, 300mA","100nA (ICBO)","170 @ 150mA, 10V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
http://www.semicon.panasonic.co.jp/ds4/DSC2A01_AED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2A01S0LTR-ND,DSC2A01S0L,Panasonic Electronic Components,TRANS NPN 40V 0.05A MINI3,0,0,"0.04494","0","3000","Tape & Reel (TR)","-","Active","NPN","50mA","40V","200mV @ 1mA, 10mA","1µA","600 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSC2A01_AED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2A01S0LCT-ND,DSC2A01S0L,Panasonic Electronic Components,TRANS NPN 40V 0.05A MINI3,1300,0,"0.11000","0","1","Cut Tape (CT)","-","Active","NPN","50mA","40V","200mV @ 1mA, 10mA","1µA","600 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.semicon.panasonic.co.jp/ds4/DSC2A01_AED.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,DSC2A01S0LDKR-ND,DSC2A01S0L,Panasonic Electronic Components,TRANS NPN 40V 0.05A MINI3,1300,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","50mA","40V","200mV @ 1mA, 10mA","1µA","600 @ 2mA, 10V","200mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G3-B"
http://www.onsemi.com/pub_link/Collateral/MPSW55-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(LongBody),TO-226_bentlead.jpg",MPSW56RLRAGOSTR-ND,MPSW56RLRAG,ON Semiconductor,TRANS PNP 80V 0.5A TO-92,2000,0,"0.11138","0","2000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","80V","500mV @ 10mA, 250mA","500nA","50 @ 250mA, 1V","1W","50MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92"
http://www.onsemi.com/pub_link/Collateral/MPSW55-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(LongBody),TO-226_bentlead.jpg",MPSW56RLRAGOSCT-ND,MPSW56RLRAG,ON Semiconductor,TRANS PNP 80V 0.5A TO-92,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","80V","500mV @ 10mA, 250mA","500nA","50 @ 250mA, 1V","1W","50MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1450.pdf,//media.digikey.com/Renders/Panasonic%20Renders/NS-B1.jpg,2SD145000ATB-ND,2SD145000A,Panasonic Electronic Components,TRANS NPN 20V 0.5A NS-B1,5000,0,"0.11362","0","5000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","300mW","200MHz","150°C (TJ)","Through Hole","NS-B1","NS-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1450.pdf,//media.digikey.com/Renders/Panasonic%20Renders/NS-B1.jpg,2SD145000ACT-ND,2SD145000A,Panasonic Electronic Components,TRANS NPN 20V 0.5A NS-B1,8810,0,"0.30000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","300mW","200MHz","150°C (TJ)","Through Hole","NS-B1","NS-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1450.pdf,//media.digikey.com/Renders/Panasonic%20Renders/NS-B1.jpg,2SD14500RATB-ND,2SD14500RA,Panasonic Electronic Components,TRANS NPN 20V 0.5A NS-B1,5000,0,"0.11362","0","5000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","300mW","200MHz","150°C (TJ)","Through Hole","NS-B1","NS-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1450.pdf,//media.digikey.com/Renders/Panasonic%20Renders/NS-B1.jpg,2SD14500RACT-ND,2SD14500RA,Panasonic Electronic Components,TRANS NPN 20V 0.5A NS-B1,9946,0,"0.30000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","300mW","200MHz","150°C (TJ)","Through Hole","NS-B1","NS-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1450.pdf,//media.digikey.com/Renders/Panasonic%20Renders/NS-B1.jpg,2SD14500TATB-ND,2SD14500TA,Panasonic Electronic Components,TRANS NPN 20V 0.5A NS-B1,5000,0,"0.11362","0","5000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","400 @ 500mA, 2V","300mW","200MHz","150°C (TJ)","Through Hole","NS-B1","NS-B1"
