Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00216340.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",497-12601-ND,STL73D,STMicroelectronics,TRANS NPN 400V 1.5A TO-92,5004,0,"0.55000","0","1","Bulk","-","Obsolete","NPN","1.5A","400V","1V @ 250mA, 1A","-","10 @ 600mA, 3V","1.5W","-","-","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2653.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SD2653TLTR-ND,2SD2653TL,Rohm Semiconductor,TRANS NPN 12V 2A TSMT 3,0,0,"0.18910","0","3000","Tape & Reel (TR)","-","Active","NPN","2A","12V","180mV @ 50mA, 1A","100nA (ICBO)","270 @ 200mA, 2V","1W","360MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2653.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SD2653TLCT-ND,2SD2653TL,Rohm Semiconductor,TRANS NPN 12V 2A TSMT 3,2485,0,"0.55000","0","1","Cut Tape (CT)","-","Active","NPN","2A","12V","180mV @ 50mA, 1A","100nA (ICBO)","270 @ 200mA, 2V","1W","360MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2653.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SD2653TLDKR-ND,2SD2653TL,Rohm Semiconductor,TRANS NPN 12V 2A TSMT 3,2485,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","2A","12V","180mV @ 50mA, 1A","100nA (ICBO)","270 @ 200mA, 2V","1W","360MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
https://www.fairchildsemi.com/datasheets/MJ/MJD32C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",MJD32CTMTR-ND,MJD32CTM,Fairchild Semiconductor,TRANS PNP 100V 3A DPAK,0,0,"0.18817","0","2500","Tape & Reel (TR)","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","50µA","10 @ 3A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/MJ/MJD32C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",MJD32CTMCT-ND,MJD32CTM,Fairchild Semiconductor,TRANS PNP 100V 3A DPAK,2127,1109,"0.55000","0","1","Cut Tape (CT)","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","50µA","10 @ 3A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/MJ/MJD32C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",MJD32CTMDKR-ND,MJD32CTM,Fairchild Semiconductor,TRANS PNP 100V 3A DPAK,2127,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","50µA","10 @ 3A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/BD/BD433.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,BD433S-ND,BD433S,Fairchild Semiconductor,TRANS NPN 22V 4A TO-126,1787,4000,"0.55000","0","1","Bulk","-","Active","NPN","4A","22V","500mV @ 200mA, 2A","100µA","40 @ 10mA, 5V","36W","3MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
http://www.semicon.panasonic.co.jp/ds4/DSC7004_DED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSC7004S0LTR-ND,DSC7004S0L,Panasonic Electronic Components,TRANS NPN 50V 2A MINIP3-F,1000,0,"0.23160","0","1000","Tape & Reel (TR)","-","Active","NPN","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","170 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSC7004_DED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSC7004S0LCT-ND,DSC7004S0L,Panasonic Electronic Components,TRANS NPN 50V 2A MINIP3-F,1188,0,"0.55000","0","1","Cut Tape (CT)","-","Active","NPN","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","170 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSC7004_DED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSC7004S0LDKR-ND,DSC7004S0L,Panasonic Electronic Components,TRANS NPN 50V 2A MINIP3-F,1188,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","170 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2163.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ML3-N2.jpg,2SA216300ATR-ND,2SA216300A,Panasonic Electronic Components,TRANS PNP 20V 0.03A ML3-N2,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","70 @ 1mA, 10V","100mW","300MHz","125°C (TJ)","Surface Mount","SC-101, SOT-883","ML3-N2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2163.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ML3-N2.jpg,2SA216300ACT-ND,2SA216300A,Panasonic Electronic Components,TRANS PNP 20V 0.03A ML3-N2,8800,0,"0.56000","0","1","Cut Tape (CT)","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","70 @ 1mA, 10V","100mW","300MHz","125°C (TJ)","Surface Mount","SC-101, SOT-883","ML3-N2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2163.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ML3-N2.jpg,2SA216300ADKR-ND,2SA216300A,Panasonic Electronic Components,TRANS PNP 20V 0.03A ML3-N2,8800,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","30mA","20V","100mV @ 1mA, 10mA","100µA","70 @ 1mA, 10V","100mW","300MHz","125°C (TJ)","Surface Mount","SC-101, SOT-883","ML3-N2"
http://www.onsemi.com/pub/Collateral/BCP56T1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;318E-04;ST;3.jpg,SBCP56-16T3GOSTR-ND,SBCP56-16T3G,ON Semiconductor,TRANS NPN 80V 1A SOT-223,0,0,"0.19282","0","4000","Tape & Reel (TR)","-","Active","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.5W","130MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223 (TO-261)"
http://www.onsemi.com/pub/Collateral/BCP56T1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;318E-04;ST;3.jpg,SBCP56-16T3GOSCT-ND,SBCP56-16T3G,ON Semiconductor,TRANS NPN 80V 1A SOT-223,3970,0,"0.56000","0","1","Cut Tape (CT)","-","Active","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.5W","130MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223 (TO-261)"
http://www.onsemi.com/pub/Collateral/BCP56T1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;318E-04;ST;3.jpg,SBCP56-16T3GOSDKR-ND,SBCP56-16T3G,ON Semiconductor,TRANS NPN 80V 1A SOT-223,3970,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.5W","130MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223 (TO-261)"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr554rtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR554RTLTR-ND,2SCR554RTL,Rohm Semiconductor,TRANS NPN 80V 1.5A TSMT3,0,0,"0.19375","0","3000","Tape & Reel (TR)","-","Active","NPN","1.5A","80V","300mV @ 25mA, 500mA","1µA (ICBO)","120 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr554rtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR554RTLCT-ND,2SCR554RTL,Rohm Semiconductor,TRANS NPN 80V 1.5A TSMT3,2943,0,"0.56000","0","1","Cut Tape (CT)","-","Active","NPN","1.5A","80V","300mV @ 25mA, 500mA","1µA (ICBO)","120 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr554rtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR554RTLDKR-ND,2SCR554RTL,Rohm Semiconductor,TRANS NPN 80V 1.5A TSMT3,2943,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","1.5A","80V","300mV @ 25mA, 500mA","1µA (ICBO)","120 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
https://www.fairchildsemi.com/datasheets/FJ/FJD3305H1.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",FJD3305H1TMTR-ND,FJD3305H1TM,Fairchild Semiconductor,TRANS NPN 400V 4A DPAK,0,0,"0.19360","0","2500","Tape & Reel (TR)","-","Active","NPN","4A","400V","1V @ 1A, 4A","1µA (ICBO)","8 @ 2A, 5V","1.1W","4MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/FJ/FJD3305H1.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",FJD3305H1TMCT-ND,FJD3305H1TM,Fairchild Semiconductor,TRANS NPN 400V 4A DPAK,2809,0,"0.56000","0","1","Cut Tape (CT)","-","Active","NPN","4A","400V","1V @ 1A, 4A","1µA (ICBO)","8 @ 2A, 5V","1.1W","4MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/FJ/FJD3305H1.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",FJD3305H1TMDKR-ND,FJD3305H1TM,Fairchild Semiconductor,TRANS NPN 400V 4A DPAK,2809,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","4A","400V","1V @ 1A, 4A","1µA (ICBO)","8 @ 2A, 5V","1.1W","4MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
http://www.onsemi.com/pub_link/Collateral/NSS1C201L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV1C201LT1GOSTR-ND,NSV1C201LT1G,ON Semiconductor,TRANS NPN 100V 2A SOT23-3,0,0,"0.19127","0","3000","Tape & Reel (TR)","-","Active","NPN","2A","100V","150mV @ 200mA, 2A","100nA (ICBO)","120 @ 500mA, 2V","490mW","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/NSS1C201L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV1C201LT1GOSCT-ND,NSV1C201LT1G,ON Semiconductor,TRANS NPN 100V 2A SOT23-3,2800,0,"0.56000","0","1","Cut Tape (CT)","-","Active","NPN","2A","100V","150mV @ 200mA, 2A","100nA (ICBO)","120 @ 500mA, 2V","490mW","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/NSS1C201L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV1C201LT1GOSDKR-ND,NSV1C201LT1G,ON Semiconductor,TRANS NPN 100V 2A SOT23-3,2800,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","2A","100V","150mV @ 200mA, 2A","100nA (ICBO)","120 @ 500mA, 2V","490mW","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.diodes.com/_files/datasheets/ds31624.pdf,"//media.digikey.com/Renders/Diodes%20Renders/MFG_TO-252-3,D-Pak,SC-63.jpg",MJD32C-13DITR-ND,MJD32C-13,Diodes Incorporated,TRANS PNP 100V 3A TO252-3L,0,55000,"0.20925","0","2500","Tape & Reel (TR)","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","1µA","10 @ 3A, 4V","1.56W","3MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","TO-252, (D-Pak)"
http://www.diodes.com/_files/datasheets/ds31624.pdf,"//media.digikey.com/Renders/Diodes%20Renders/MFG_TO-252-3,D-Pak,SC-63.jpg",MJD32C-13DICT-ND,MJD32C-13,Diodes Incorporated,TRANS PNP 100V 3A TO252-3L,2422,55000,"0.56000","0","1","Cut Tape (CT)","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","1µA","10 @ 3A, 4V","1.56W","3MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","TO-252, (D-Pak)"
http://www.diodes.com/_files/datasheets/ds31624.pdf,"//media.digikey.com/Renders/Diodes%20Renders/MFG_TO-252-3,D-Pak,SC-63.jpg",MJD32C-13DIDKR-ND,MJD32C-13,Diodes Incorporated,TRANS PNP 100V 3A TO252-3L,2422,55000,"Calculate","0","1","Digi-Reel®","-","Active","PNP","3A","100V","1.2V @ 375mA, 3A","1µA","10 @ 3A, 4V","1.56W","3MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","TO-252, (D-Pak)"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr543r.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR543RTLTR-ND,2SCR543RTL,Rohm Semiconductor,TRANS NPN 50V 3A TSMT3,0,0,"0.19375","0","3000","Tape & Reel (TR)","-","Active","NPN","3A","50V","350mV @ 100mA, 2A","1µA (ICBO)","180 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr543r.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR543RTLCT-ND,2SCR543RTL,Rohm Semiconductor,TRANS NPN 50V 3A TSMT3,1232,0,"0.56000","0","1","Cut Tape (CT)","-","Active","NPN","3A","50V","350mV @ 100mA, 2A","1µA (ICBO)","180 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr543r.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SCR543RTLDKR-ND,2SCR543RTL,Rohm Semiconductor,TRANS NPN 50V 3A TSMT3,1232,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","3A","50V","350mV @ 100mA, 2A","1µA (ICBO)","180 @ 100mA, 3V","1W","300MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
https://www.fairchildsemi.com/datasheets/BD/BD239A.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,BD239C-ND,BD239C,Fairchild Semiconductor,TRANS NPN 100V 2A TO-220,1091,0,"0.56000","0","1","Bulk","-","Active","NPN","2A","100V","700mV @ 200mA, 1A","300µA","15 @ 1A, 4V","30W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220"
https://www.fairchildsemi.com/datasheets/TI/TIP115.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,TIP117TU-ND,TIP117TU,Fairchild Semiconductor,TRANS PNP DARL 100V 2A TO-220,3020,0,"0.57000","0","1","Tube","-","Active","PNP - Darlington","2A","100V","2.5V @ 8mA, 2A","2mA","1000 @ 1A, 4V","2W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
http://www.onsemi.com/pub_link/Collateral/NSS20501UW3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/3-VDFN_506AU.jpg,NSS20501UW3T2GOSTR-ND,NSS20501UW3T2G,ON Semiconductor,TRANS NPN 20V 5A 3-WDFN,0,0,"0.19608","0","3000","Tape & Reel (TR)","-","Active","NPN","5A","20V","125mV @ 400mA, 4A","100nA (ICBO)","200 @ 2A, 2V","875mW","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-WDFN Exposed Pad","3-WDFN (2x2)"
http://www.onsemi.com/pub_link/Collateral/NSS20501UW3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/3-VDFN_506AU.jpg,NSS20501UW3T2GOSCT-ND,NSS20501UW3T2G,ON Semiconductor,TRANS NPN 20V 5A 3-WDFN,2980,0,"0.57000","0","1","Cut Tape (CT)","-","Active","NPN","5A","20V","125mV @ 400mA, 4A","100nA (ICBO)","200 @ 2A, 2V","875mW","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-WDFN Exposed Pad","3-WDFN (2x2)"
http://www.onsemi.com/pub_link/Collateral/NSS20501UW3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/3-VDFN_506AU.jpg,NSS20501UW3T2GOSDKR-ND,NSS20501UW3T2G,ON Semiconductor,TRANS NPN 20V 5A 3-WDFN,2980,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","5A","20V","125mV @ 400mA, 4A","100nA (ICBO)","200 @ 2A, 2V","875mW","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-WDFN Exposed Pad","3-WDFN (2x2)"
http://www.diodes.com/_files/datasheets/FMMT617.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT617TR-ND,FMMT617TA,Diodes Incorporated,TRANS NPN 15V 3A SOT23-3,3002,0,"0.19685","0","3000","Tape & Reel (TR)","-","Active","NPN","3A","15V","200mV @ 50mA, 3A","100nA","300 @ 200mA, 2V","625mW","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/FMMT617.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT617CT-ND,FMMT617TA,Diodes Incorporated,TRANS NPN 15V 3A SOT23-3,4949,0,"0.57000","0","1","Cut Tape (CT)","-","Active","NPN","3A","15V","200mV @ 50mA, 3A","100nA","300 @ 200mA, 2V","625mW","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/FMMT617.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT617DKR-ND,FMMT617TA,Diodes Incorporated,TRANS NPN 15V 3A SOT23-3,4949,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","3A","15V","200mV @ 50mA, 3A","100nA","300 @ 200mA, 2V","625mW","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.nxp.com/documents/data_sheet/PBSS4620PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6414-2-ND,"PBSS4620PA,115",NXP USA Inc.,TRANS NPN 20V 6A SOT1061,0,0,"0.19499","0","3000","Tape & Reel (TR)","-","Active","NPN","6A","20V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.nxp.com/documents/data_sheet/PBSS4620PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6414-1-ND,"PBSS4620PA,115",NXP USA Inc.,TRANS NPN 20V 6A SOT1061,2903,0,"0.57000","0","1","Cut Tape (CT)","-","Active","NPN","6A","20V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.nxp.com/documents/data_sheet/PBSS4620PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6414-6-ND,"PBSS4620PA,115",NXP USA Inc.,TRANS NPN 20V 6A SOT1061,2903,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6A","20V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/5f/93/e5/58/cf/34/46/1d/CD00001675.pdf/files/CD00001675.pdf/jcr:content/translations/en.CD00001675.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-12755-5-ND,BUL128D-B,STMicroelectronics,TRANS NPN 400V 4A TO-220,2755,0,"0.57000","0","1","Tube","-","Active","NPN","4A","400V","500mV @ 1A, 4A","250µA","12 @ 2A, 5V","70W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.nxp.com/documents/data_sheet/PBSS4612PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6413-2-ND,"PBSS4612PA,115",NXP USA Inc.,TRANS NPN 12V 6A SOT1061,0,0,"0.19499","0","3000","Tape & Reel (TR)","-","Active","NPN","6A","12V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.nxp.com/documents/data_sheet/PBSS4612PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6413-1-ND,"PBSS4612PA,115",NXP USA Inc.,TRANS NPN 12V 6A SOT1061,2438,0,"0.57000","0","1","Cut Tape (CT)","-","Active","NPN","6A","12V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.nxp.com/documents/data_sheet/PBSS4612PA.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/3-HUSON.jpg,568-6413-6-ND,"PBSS4612PA,115",NXP USA Inc.,TRANS NPN 12V 6A SOT1061,2438,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6A","12V","275mV @ 300mA, 6A","100nA","260 @ 2A, 2V","2.1W","80MHz","150°C (TJ)","Surface Mount","3-UDFN, Exposed Pad","3-HUSON (2x2)"
http://www.onsemi.com/pub_link/Collateral/MJD47-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,MJD47T4GOSTR-ND,MJD47T4G,ON Semiconductor,TRANS NPN 250V 1A DPAK,0,0,"0.22924","0","2500","Tape & Reel (TR)","-","Active","NPN","1A","250V","1V @ 200mA, 1A","200µA","30 @ 300mA, 10V","1.56W","10MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
http://www.onsemi.com/pub_link/Collateral/MJD47-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,MJD47T4GOSCT-ND,MJD47T4G,ON Semiconductor,TRANS NPN 250V 1A DPAK,2306,0,"0.57000","0","1","Cut Tape (CT)","-","Active","NPN","1A","250V","1V @ 200mA, 1A","200µA","30 @ 300mA, 10V","1.56W","10MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
http://www.onsemi.com/pub_link/Collateral/MJD47-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,MJD47T4GOSDKR-ND,MJD47T4G,ON Semiconductor,TRANS NPN 250V 1A DPAK,2306,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","1A","250V","1V @ 200mA, 1A","200µA","30 @ 300mA, 10V","1.56W","10MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
http://www.onsemi.com/pub_link/Collateral/NJD2873T4-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,NJD2873T4GOSTR-ND,NJD2873T4G,ON Semiconductor,TRANS NPN 50V 2A DPAK,0,0,"0.22924","0","2500","Tape & Reel (TR)","-","Active","NPN","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","120 @ 500mA, 2V","1.68W","65MHz","-65°C ~ 175°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK-3"
