Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.comchiptech.com/cms/UserFiles/FMMT619-G%20RevA179838.pdf,//media.digikey.com/Renders/Comchip%20Renders/SOT-23-3%20PKG.jpg,641-1791-1-ND,FMMT619-G,Comchip Technology,NPN TRANSISTOR 2A 50V SOT-23 ROH,2920,0,"0.50000","0","1","Cut Tape (CT)","-","Active","NPN","2A","50V","220mV @ 100mA, 2A","100nA (ICBO)","100 @ 2A, 2V","350mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
http://www.comchiptech.com/cms/UserFiles/FMMT619-G%20RevA179838.pdf,//media.digikey.com/Renders/Comchip%20Renders/SOT-23-3%20PKG.jpg,641-1791-6-ND,FMMT619-G,Comchip Technology,NPN TRANSISTOR 2A 50V SOT-23 ROH,2920,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","2A","50V","220mV @ 100mA, 2A","100nA (ICBO)","100 @ 2A, 2V","350mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
http://www.onsemi.com/pub_link/Collateral/NSS40200L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV40200LT1GOSTR-ND,NSV40200LT1G,ON Semiconductor,TRANS PNP 40V 2A SOT-23,0,0,"0.17221","0","3000","Tape & Reel (TR)","-","Active","PNP","2A","40V","170mV @ 200mA, 2A","100nA (ICBO)","220 @ 500mA, 2V","460mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/NSS40200L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV40200LT1GOSCT-ND,NSV40200LT1G,ON Semiconductor,TRANS PNP 40V 2A SOT-23,2903,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","2A","40V","170mV @ 200mA, 2A","100nA (ICBO)","220 @ 500mA, 2V","460mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/NSS40200L-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,NSV40200LT1GOSDKR-ND,NSV40200LT1G,ON Semiconductor,TRANS PNP 40V 2A SOT-23,2903,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2A","40V","170mV @ 200mA, 2A","100nA (ICBO)","220 @ 500mA, 2V","460mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.nxp.com/documents/data_sheet/PBSS4032PD.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5071-2-ND,"PBSS4032PD,115",NXP USA Inc.,TRANS PNP 30V 2.7A 6TSOP,0,0,"0.17050","0","3000","Tape & Reel (TR)","-","Active","PNP","2.7A","30V","395mV @ 300mA, 3A","100nA","200 @ 1A, 2V","1W","104MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
http://www.nxp.com/documents/data_sheet/PBSS4032PD.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5071-1-ND,"PBSS4032PD,115",NXP USA Inc.,TRANS PNP 30V 2.7A 6TSOP,2640,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","2.7A","30V","395mV @ 300mA, 3A","100nA","200 @ 1A, 2V","1W","104MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
http://www.nxp.com/documents/data_sheet/PBSS4032PD.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5071-6-ND,"PBSS4032PD,115",NXP USA Inc.,TRANS PNP 30V 2.7A 6TSOP,2640,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2.7A","30V","395mV @ 300mA, 3A","100nA","200 @ 1A, 2V","1W","104MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
http://www.nxp.com/documents/data_sheet/PBHV9040Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6382-2-ND,"PBHV9040Z,115",NXP USA Inc.,TRANS PNP 400V 0.25A SOT223,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","PNP","250mA","400V","200mV @ 20mA, 100mA","100nA","80 @ 100mA, 10V","1.4W","55MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9040Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6382-1-ND,"PBHV9040Z,115",NXP USA Inc.,TRANS PNP 400V 0.25A SOT223,2041,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","250mA","400V","200mV @ 20mA, 100mA","100nA","80 @ 100mA, 10V","1.4W","55MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9040Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6382-6-ND,"PBHV9040Z,115",NXP USA Inc.,TRANS PNP 400V 0.25A SOT223,2041,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","250mA","400V","200mV @ 20mA, 100mA","100nA","80 @ 100mA, 10V","1.4W","55MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9414Z.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT223;Z;4.jpg,568-12670-2-ND,PBHV9414ZX,NXP USA Inc.,TRANS PNP 140V 4A,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","PNP","4A","140V","550mV @ 400mA, 4A","100nA","100 @ 10mA, 5V","650mW","-","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.nxp.com/documents/data_sheet/PBHV9414Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-12670-1-ND,PBHV9414ZX,NXP USA Inc.,TRANS PNP 140V 4A SOT223,1875,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","4A","140V","550mV @ 400mA, 4A","100nA","100 @ 10mA, 5V","650mW","-","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.nxp.com/documents/data_sheet/PBHV9414Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-12670-6-ND,PBHV9414ZX,NXP USA Inc.,TRANS PNP 140V 4A SOT223,1875,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","4A","140V","550mV @ 400mA, 4A","100nA","100 @ 10mA, 5V","650mW","-","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.nxp.com/documents/data_sheet/PBHV8540X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-12667-2-ND,"PBHV8540X,115",NXP USA Inc.,TRANS NPN 400V 0.5A SOT89,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","NPN","500mA","400V","250mV @ 60mA, 300mA","100nA","100 @ 50mA, 10V","520mW","30MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBHV8540X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-12667-1-ND,"PBHV8540X,115",NXP USA Inc.,TRANS NPN 400V 0.5A SOT89,1805,0,"0.50000","0","1","Cut Tape (CT)","-","Active","NPN","500mA","400V","250mV @ 60mA, 300mA","100nA","100 @ 50mA, 10V","520mW","30MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBHV8540X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-12667-6-ND,"PBHV8540X,115",NXP USA Inc.,TRANS NPN 400V 0.5A SOT89,1805,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","500mA","400V","250mV @ 60mA, 300mA","100nA","100 @ 50mA, 10V","520mW","30MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBHV9540Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6385-2-ND,"PBHV9540Z,115",NXP USA Inc.,TRANS PNP 400V 0.5A SOT223,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","PNP","500mA","400V","320mV @ 100mA, 500mA","100nA","80 @ 300mA, 10V","1.45W","30MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9540Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6385-1-ND,"PBHV9540Z,115",NXP USA Inc.,TRANS PNP 400V 0.5A SOT223,1500,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","500mA","400V","320mV @ 100mA, 500mA","100nA","80 @ 300mA, 10V","1.45W","30MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9540Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6385-6-ND,"PBHV9540Z,115",NXP USA Inc.,TRANS PNP 400V 0.5A SOT223,1500,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","500mA","400V","320mV @ 100mA, 500mA","100nA","80 @ 300mA, 10V","1.45W","30MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9115Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-7216-2-ND,"PBHV9115Z,115",NXP USA Inc.,TRANS PNP 150V 1A SOT223,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","PNP","1A","150V","300mV @ 100mA, 500mA","100nA","100 @ 100mA, 10V","1.4W","115MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9115Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-7216-1-ND,"PBHV9115Z,115",NXP USA Inc.,TRANS PNP 150V 1A SOT223,1490,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","1A","150V","300mV @ 100mA, 500mA","100nA","100 @ 100mA, 10V","1.4W","115MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9115Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-7216-6-ND,"PBHV9115Z,115",NXP USA Inc.,TRANS PNP 150V 1A SOT223,1490,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","1A","150V","300mV @ 100mA, 500mA","100nA","100 @ 100mA, 10V","1.4W","115MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/2PD2150.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6914-2-ND,"2PD2150,115",NXP USA Inc.,TRANS NPN 20V 3A SOT89,1000,0,"0.15066","0","1000","Tape & Reel (TR)","-","Active","NPN","3A","20V","500mV @ 100mA, 2A","100nA (ICBO)","180 @ 100mA, 2V","2W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/2PD2150.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6914-1-ND,"2PD2150,115",NXP USA Inc.,TRANS NPN 20V 3A SOT89,1448,0,"0.50000","0","1","Cut Tape (CT)","-","Active","NPN","3A","20V","500mV @ 100mA, 2A","100nA (ICBO)","180 @ 100mA, 2V","2W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/2PD2150.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6914-6-ND,"2PD2150,115",NXP USA Inc.,TRANS NPN 20V 3A SOT89,1448,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","3A","20V","500mV @ 100mA, 2A","100nA (ICBO)","180 @ 100mA, 2V","2W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/FZTA14.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA14TR-ND,FZTA14TA,Diodes Incorporated,TRANS NPN DARL 30V 1A SOT223,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","NPN - Darlington","1A","30V","1.6V @ 1mA, 1A","100nA (ICBO)","20000 @ 100mA, 5V","2W","170MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZTA14.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA14CT-ND,FZTA14TA,Diodes Incorporated,TRANS NPN DARL 30V 1A SOT223,1327,0,"0.50000","0","1","Cut Tape (CT)","-","Active","NPN - Darlington","1A","30V","1.6V @ 1mA, 1A","100nA (ICBO)","20000 @ 100mA, 5V","2W","170MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZTA14.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZTA14DKR-ND,FZTA14TA,Diodes Incorporated,TRANS NPN DARL 30V 1A SOT223,1327,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN - Darlington","1A","30V","1.6V @ 1mA, 1A","100nA (ICBO)","20000 @ 100mA, 5V","2W","170MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2701.pdf,//media.digikey.com/renders/Rohm%20Renders/TUMT3.jpg,2SD2701TLTR-ND,2SD2701TL,Rohm Semiconductor,TRANS NPN 12V 2A TUMT3,0,0,"0.17050","0","3000","Tape & Reel (TR)","-","Active","NPN","2A","12V","350mV @ 50mA, 1A","100nA (ICBO)","270 @ 100mA, 2V","800mW","300MHz","150°C (TJ)","Surface Mount","3-SMD, Flat Leads","TUMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2701.pdf,//media.digikey.com/renders/Rohm%20Renders/TUMT3.jpg,2SD2701TLCT-ND,2SD2701TL,Rohm Semiconductor,TRANS NPN 12V 2A TUMT3,1287,0,"0.50000","0","1","Cut Tape (CT)","-","Active","NPN","2A","12V","350mV @ 50mA, 1A","100nA (ICBO)","270 @ 100mA, 2V","800mW","300MHz","150°C (TJ)","Surface Mount","3-SMD, Flat Leads","TUMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2701.pdf,//media.digikey.com/renders/Rohm%20Renders/TUMT3.jpg,2SD2701TLDKR-ND,2SD2701TL,Rohm Semiconductor,TRANS NPN 12V 2A TUMT3,1287,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","2A","12V","350mV @ 50mA, 1A","100nA (ICBO)","270 @ 100mA, 2V","800mW","300MHz","150°C (TJ)","Surface Mount","3-SMD, Flat Leads","TUMT3"
http://www.nxp.com/documents/data_sheet/PBHV9215Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6384-2-ND,"PBHV9215Z,115",NXP USA Inc.,TRANS PNP 150V 2A SOT223,1000,0,"0.18700","0","1000","Tape & Reel (TR)","-","Active","PNP","2A","150V","350mV @ 400mA, 2A","100nA","80 @ 1A, 10V","1.45W","35MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9215Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6384-1-ND,"PBHV9215Z,115",NXP USA Inc.,TRANS PNP 150V 2A SOT223,1238,0,"0.50000","0","1","Cut Tape (CT)","-","Active","PNP","2A","150V","350mV @ 400mA, 2A","100nA","80 @ 1A, 10V","1.45W","35MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://www.nxp.com/documents/data_sheet/PBHV9215Z.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/568-SOT-223(SC-73)SOT223-1.jpg,568-6384-6-ND,"PBHV9215Z,115",NXP USA Inc.,TRANS PNP 150V 2A SOT223,1238,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2A","150V","350mV @ 400mA, 2A","100nA","80 @ 1A, 10V","1.45W","35MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SC-73"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sb1706.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SB1706TLTR-ND,2SB1706TL,Rohm Semiconductor,TRANS PNP 30V 2A TSMD3,0,0,"0.17360","0","3000","Tape & Reel (TR)","-","Active","PNP","2A","30V","370mV @ 75mA, 1.5A","100nA (ICBO)","270 @ 200mA, 2V","500mW","280MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sb1706.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SB1706TLCT-ND,2SB1706TL,Rohm Semiconductor,TRANS PNP 30V 2A TSMD3,2636,0,"0.51000","0","1","Cut Tape (CT)","-","Active","PNP","2A","30V","370mV @ 75mA, 1.5A","100nA (ICBO)","270 @ 200mA, 2V","500mW","280MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sb1706.pdf,//media.digikey.com/Renders/Rohm%20Renders/TSMT3_TSMT3%20Pkg.jpg,2SB1706TLDKR-ND,2SB1706TL,Rohm Semiconductor,TRANS PNP 30V 2A TSMD3,2636,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2A","30V","370mV @ 75mA, 1.5A","100nA (ICBO)","270 @ 200mA, 2V","500mW","280MHz","150°C (TJ)","Surface Mount","SC-96","TSMT3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1767.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SA17670QATB-ND,2SA17670QA,Panasonic Electronic Components,TRANS PNP 300V 0.07A TO-92,0,0,"Call","0","3000","Tape & Box (TB)","-","Obsolete","PNP","70mA","300V","600mV @ 1mA, 10mA","-","60 @ 5mA, 10V","750mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1767.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SA17670QACT-ND,2SA17670QA,Panasonic Electronic Components,TRANS PNP 300V 0.07A TO-92,2420,0,"0.51000","0","1","Cut Tape (CT)","-","Obsolete","PNP","70mA","300V","600mV @ 1mA, 10mA","-","60 @ 5mA, 10V","750mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00162380.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-7573-5-ND,STT13005,STMicroelectronics,TRANS NPN 400V 2A SOT-32,2117,0,"0.51000","0","1","Tube","-","Obsolete","NPN","2A","400V","1.5V @ 400mA, 1.6A","250µA","10 @ 500mA, 5V","45W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC3939.pdf,//media.digikey.com/photos/Panasonic%20Photos/TO-92NL.jpg,2SC39390RATB-ND,2SC39390RA,Panasonic Electronic Components,TRANS NPN 80V 0.5A TO-92NL,0,0,"0.18582","0","3000","Tape & Box (TB)","-","Active","NPN","500mA","80V","400mV @ 30mA, 300mA","100nA (ICBO)","130 @ 150mA, 10V","1W","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92NL-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC3939.pdf,//media.digikey.com/photos/Panasonic%20Photos/TO-92NL.jpg,2SC39390RACT-ND,2SC39390RA,Panasonic Electronic Components,TRANS NPN 80V 0.5A TO-92NL,2068,0,"0.51000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","80V","400mV @ 30mA, 300mA","100nA (ICBO)","130 @ 150mA, 10V","1W","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92NL-A1"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2226kt146v-e.pdf,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",2SD2226KT146WTR-ND,2SD2226KT146W,Rohm Semiconductor,TRANS NPN 50V 0.15A SOT-346,0,0,"0.14025","0","3000","Tape & Reel (TR)","-","Active","NPN","150mA","50V","300mV @ 5mA, 50mA","300nA (ICBO)","820 @ 1mA, 5V","200mW","250MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2226kt146v-e.pdf,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",2SD2226KT146WCT-ND,2SD2226KT146W,Rohm Semiconductor,TRANS NPN 50V 0.15A SOT-346,1850,0,"0.51000","0","1","Cut Tape (CT)","-","Active","NPN","150mA","50V","300mV @ 5mA, 50mA","300nA (ICBO)","820 @ 1mA, 5V","200mW","250MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2226kt146v-e.pdf,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",2SD2226KT146WDKR-ND,2SD2226KT146W,Rohm Semiconductor,TRANS NPN 50V 0.15A SOT-346,1850,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","150mA","50V","300mV @ 5mA, 50mA","300nA (ICBO)","820 @ 1mA, 5V","200mW","250MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
http://www.nxp.com/documents/data_sheet/PHPT61003NY.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-LFPAK-4,SOT669.jpg",568-11356-2-ND,PHPT61003NYX,NXP USA Inc.,TRANS NPN 100V 3A LFPAK,0,0,"0.19380","0","1500","Tape & Reel (TR)","-","Active","NPN","3A","100V","330mV @ 300mA, 3A","100nA (ICBO)","80 @ 1A, 10V","1.25W","140MHz","175°C (TJ)","Surface Mount","SC-100, SOT-669, 4-LFPAK","LFPAK, Power-SO8"
http://www.nxp.com/documents/data_sheet/PHPT61003NY.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-LFPAK-4,SOT669.jpg",568-11356-1-ND,PHPT61003NYX,NXP USA Inc.,TRANS NPN 100V 3A LFPAK,1636,0,"0.51000","0","1","Cut Tape (CT)","-","Active","NPN","3A","100V","330mV @ 300mA, 3A","100nA (ICBO)","80 @ 1A, 10V","1.25W","140MHz","175°C (TJ)","Surface Mount","SC-100, SOT-669, 4-LFPAK","LFPAK, Power-SO8"
http://www.nxp.com/documents/data_sheet/PHPT61003NY.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-LFPAK-4,SOT669.jpg",568-11356-6-ND,PHPT61003NYX,NXP USA Inc.,TRANS NPN 100V 3A LFPAK,1636,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","3A","100V","330mV @ 300mA, 3A","100nA (ICBO)","80 @ 1A, 10V","1.25W","140MHz","175°C (TJ)","Surface Mount","SC-100, SOT-669, 4-LFPAK","LFPAK, Power-SO8"
http://www.diodes.com/_files/datasheets/FMMTL618.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMTL618TR-ND,FMMTL618TA,Diodes Incorporated,TRANS NPN 20V 1.25A SOT23-3,0,0,"0.11138","0","3000","Tape & Reel (TR)","-","Active","NPN","1.25A","20V","350mV @ 200mA, 2A","10nA","250 @ 500mA, 2V","500mW","195MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/FMMTL618.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMTL618CT-ND,FMMTL618TA,Diodes Incorporated,TRANS NPN 20V 1.25A SOT23-3,1625,0,"0.51000","0","1","Cut Tape (CT)","-","Active","NPN","1.25A","20V","350mV @ 200mA, 2A","10nA","250 @ 500mA, 2V","500mW","195MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/FMMTL618.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMTL618DKR-ND,FMMTL618TA,Diodes Incorporated,TRANS NPN 20V 1.25A SOT23-3,1625,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","1.25A","20V","350mV @ 200mA, 2A","10nA","250 @ 500mA, 2V","500mW","195MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
