Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1979G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SD1979GSLTR-ND,2SD1979GSL,Panasonic Electronic Components,TRANS NPN 20V 0.3A SMINI-3,3000,0,"0.19125","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","300mA","20V","100mV @ 3mA, 30mA","1µA (ICBO)","500 @ 4mA, 2V","150mW","80MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1979G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SD1979GSLCT-ND,2SD1979GSL,Panasonic Electronic Components,TRANS NPN 20V 0.3A SMINI-3,5880,0,"0.49000","0","1","Cut Tape (CT)","-","Obsolete","NPN","300mA","20V","100mV @ 3mA, 30mA","1µA (ICBO)","500 @ 4mA, 2V","150mW","80MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1979G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINI3.jpg,2SD1979GSLDKR-ND,2SD1979GSL,Panasonic Electronic Components,TRANS NPN 20V 0.3A SMINI-3,5880,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","300mA","20V","100mV @ 3mA, 30mA","1µA (ICBO)","500 @ 4mA, 2V","150mW","80MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00229494.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-11002-3-ND,STX13004-AP,STMicroelectronics,TRANS NPN 400V 2A TO-92AP,3000,0,"0.19530","0","4000","Tape & Box (TB)","-","Obsolete","NPN","2A","400V","1V @ 500mA, 2A","1mA","10 @ 1A, 5V","2.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00229494.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-11002-1-ND,STX13004-AP,STMicroelectronics,TRANS NPN 400V 2A TO-92AP,4820,0,"0.57000","0","1","Cut Tape (CT)","-","Obsolete","NPN","2A","400V","1V @ 500mA, 2A","1mA","10 @ 1A, 5V","2.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00229494.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-11003-3-ND,STX13004G-AP,STMicroelectronics,TRANS NPN 400V 2A TO-92AP,2000,0,"0.19530","0","4000","Tape & Box (TB)","-","Obsolete","NPN","2A","400V","1V @ 500mA, 2A","1mA","10 @ 1A, 5V","2.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00229494.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-11003-1-ND,STX13004G-AP,STMicroelectronics,TRANS NPN 400V 2A TO-92AP,3898,0,"0.57000","0","1","Cut Tape (CT)","-","Obsolete","NPN","2A","400V","1V @ 500mA, 2A","1mA","10 @ 1A, 5V","2.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA202800LTR-ND,2SA202800L,Panasonic Electronic Components,TRANS PNP 20V 1A S-MINI 3P,3000,0,"0.19949","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA202800LCT-ND,2SA202800L,Panasonic Electronic Components,TRANS PNP 20V 1A S-MINI 3P,4515,0,"0.51000","0","1","Cut Tape (CT)","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA202800LDKR-ND,2SA202800L,Panasonic Electronic Components,TRANS PNP 20V 1A S-MINI 3P,4515,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2028G0LTR-ND,2SA2028G0L,Panasonic Electronic Components,TRANS PNP 20V 1A SMINI-3,3000,0,"0.19949","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2028G0LCT-ND,2SA2028G0L,Panasonic Electronic Components,TRANS PNP 20V 1A SMINI-3,5711,0,"0.51000","0","1","Cut Tape (CT)","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2028G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2028G0LDKR-ND,2SA2028G0L,Panasonic Electronic Components,TRANS PNP 20V 1A SMINI-3,5711,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","1A","20V","100mV @ 10mA, 200mA","-","160 @ 100mA, 2V","150mW","170MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
http://www.onsemi.com/pub_link/Collateral/MMBTA55LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA56LT3GOSTR-ND,MMBTA56LT3G,ON Semiconductor,TRANS PNP 80V 0.5A SOT-23,0,0,"0.02760","0","10000","Tape & Reel (TR)","-","Active","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","225mW","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/MMBTA55LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA56LT3GOSCT-ND,MMBTA56LT3G,ON Semiconductor,TRANS PNP 80V 0.5A SOT-23,13820,0,"0.20000","0","1","Cut Tape (CT)","-","Active","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","225mW","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/MMBTA55LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA56LT3GOSDKR-ND,MMBTA56LT3G,ON Semiconductor,TRANS PNP 80V 0.5A SOT-23,13820,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","225mW","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
https://www.fairchildsemi.com/datasheets/2N/2N5551.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2N5551TFTR-ND,2N5551TF,Fairchild Semiconductor,TRANS NPN 160V 0.6A TO-92,0,24000,"0.03473","0","2000","Tape & Reel (TR)","-","Active","NPN","600mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","625mW","100MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/2N/2N5551.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2N5551TFCT-ND,2N5551TF,Fairchild Semiconductor,TRANS NPN 160V 0.6A TO-92,11788,24000,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN","600mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","625mW","100MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70GTR-ND,BCX70G,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,0,66000,"0.03519","0","3000","Tape & Reel (TR)","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","120 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70GCT-ND,BCX70G,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,8694,66000,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","120 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70G.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70GDKR-ND,BCX70G,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,8694,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","120 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2223.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,KSC2223YMTFTR-ND,KSC2223YMTF,Fairchild Semiconductor,TRANS NPN 20V 0.02A SOT-23,0,0,"0.03366","0","3000","Tape & Reel (TR)","-","Active","NPN","20mA","20V","300mV @ 1mA, 10mA","100nA (ICBO)","90 @ 1mA, 6V","150mW","600MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2223.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,KSC2223YMTFCT-ND,KSC2223YMTF,Fairchild Semiconductor,TRANS NPN 20V 0.02A SOT-23,6459,0,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN","20mA","20V","300mV @ 1mA, 10mA","100nA (ICBO)","90 @ 1mA, 6V","150mW","600MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2223.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,KSC2223YMTFDKR-ND,KSC2223YMTF,Fairchild Semiconductor,TRANS NPN 20V 0.02A SOT-23,6459,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","20mA","20V","300mV @ 1mA, 10mA","100nA (ICBO)","90 @ 1mA, 6V","150mW","600MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70KFSTR-ND,BCX70K,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,0,9000,"0.03519","0","3000","Tape & Reel (TR)","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","380 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70KFSCT-ND,BCX70K,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,2675,9000,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","380 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BCX70K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BCX70KFSDKR-ND,BCX70K,Fairchild Semiconductor,TRANS NPN 45V 0.2A SOT-23,2675,9000,"Calculate","0","1","Digi-Reel®","-","Active","NPN","200mA","45V","550mV @ 1.25mA, 50mA","20nA","380 @ 2mA, 5V","350mW","125MHz","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=19170&prodName=2SA1586,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",2SA1586SU-GRLFTR-ND,"2SA1586SU-GR,LF",Toshiba Semiconductor and Storage,TRANS PNP 50V 0.15A USM,0,0,"0.03680","0","3000","Tape & Reel (TR)","-","Not For New Designs","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 2mA, 6V","100mW","80MHz","125°C (TJ)","Surface Mount","SC-70, SOT-323","USM"
https://toshiba.semicon-storage.com/info/docget.jsp?did=19170&prodName=2SA1586,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",2SA1586SU-GRLFCT-ND,"2SA1586SU-GR,LF",Toshiba Semiconductor and Storage,TRANS PNP 50V 0.15A USM,2334,0,"0.20000","0","1","Cut Tape (CT)","-","Discontinued","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 2mA, 6V","100mW","80MHz","125°C (TJ)","Surface Mount","SC-70, SOT-323","USM"
https://toshiba.semicon-storage.com/info/docget.jsp?did=19170&prodName=2SA1586,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",2SA1586SU-GRLFDKR-ND,"2SA1586SU-GR,LF",Toshiba Semiconductor and Storage,TRANS PNP 50V 0.15A USM,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 2mA, 6V","100mW","80MHz","125°C (TJ)","Surface Mount","SC-70, SOT-323","USM"
https://www.fairchildsemi.com/datasheets/MM/MMBT2907A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT2907_D87ZTR-ND,MMBT2907_D87Z,Fairchild Semiconductor,TRANS PNP 40V 0.8A SOT23-3,0,220000,"0.02720","0","10000","Tape & Reel (TR)","-","Active","PNP","800mA","40V","1.6V @ 50mA, 500mA","20nA (ICBO)","100 @ 150mA, 10V","350mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT2907A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT2907_D87ZCT-ND,MMBT2907_D87Z,Fairchild Semiconductor,TRANS PNP 40V 0.8A SOT23-3,2253,220000,"0.20000","0","1","Cut Tape (CT)","-","Active","PNP","800mA","40V","1.6V @ 50mA, 500mA","20nA (ICBO)","100 @ 150mA, 10V","350mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT2907A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT2907_D87ZDKR-ND,MMBT2907_D87Z,Fairchild Semiconductor,TRANS PNP 40V 0.8A SOT23-3,2253,220000,"Calculate","0","1","Digi-Reel®","-","Active","PNP","800mA","40V","1.6V @ 50mA, 500mA","20nA (ICBO)","100 @ 150mA, 10V","350mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.onsemi.com/pub_link/Collateral/MMBTA06WT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,MMBTA06WT1GOSTR-ND,MMBTA06WT1G,ON Semiconductor,TRANS NPN 80V 0.5A SC70-3,0,0,"0.03519","0","3000","Tape & Reel (TR)","-","Active","NPN","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","150mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
http://www.onsemi.com/pub_link/Collateral/MMBTA06WT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,MMBTA06WT1GOSCT-ND,MMBTA06WT1G,ON Semiconductor,TRANS NPN 80V 0.5A SC70-3,2073,0,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","150mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
http://www.onsemi.com/pub_link/Collateral/MMBTA06WT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,MMBTA06WT1GOSDKR-ND,MMBTA06WT1G,ON Semiconductor,TRANS NPN 80V 0.5A SC70-3,2073,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","150mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
http://www.diodes.com/_files/datasheets/ds30271.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-523.jpg,MMBT3906TDITR-ND,MMBT3906T-7,Diodes Incorporated,TRANS PNP 40V 0.2A SOT-523,0,0,"Call","0","30000","Tape & Reel (TR)","-","Discontinued","PNP","200mA","40V","400mV @ 5mA, 50mA","-","100 @ 10mA, 1V","150mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-523","SOT-523"
http://www.diodes.com/_files/datasheets/ds30271.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-523.jpg,MMBT3906TDICT-ND,MMBT3906T-7,Diodes Incorporated,TRANS PNP 40V 0.2A SOT-523,1631,0,"0.20000","0","1","Cut Tape (CT)","-","Discontinued","PNP","200mA","40V","400mV @ 5mA, 50mA","-","100 @ 10mA, 1V","150mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-523","SOT-523"
