Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC337-16,112-ND","BC337-16,112",NXP USA Inc.,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC337-25,116-ND","BC337-25,116",NXP USA Inc.,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","160 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC337-40,412-ND","BC337-40,412",NXP USA Inc.,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC337-40,116-ND","BC337-40,116",NXP USA Inc.,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC368.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC368,126-ND","BC368,126",NXP USA Inc.,TRANS NPN 20V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN","1A","20V","500mV @ 100mA, 1A","100nA (ICBO)","85 @ 500mA, 1V","830mW","170MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC846_SER.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC546B,116-ND","BC546B,116",NXP USA Inc.,TRANS NPN 65V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC547,116-ND","BC547,116",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC547B,116-ND","BC547B,116",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC547C,126-ND","BC547C,126",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC847_SER.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC547C,116-ND","BC547C,116",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC549,550.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC550C,112-ND","BC550C,112",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","100mA","45V","600mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC549,550.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC550C,116-ND","BC550C,116",NXP USA Inc.,TRANS NPN 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","45V","600mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC556A,112-ND","BC556A,112",NXP USA Inc.,TRANS PNP 65V 0.1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","100mA","65V","650mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC556B,116-ND","BC556B,116",NXP USA Inc.,TRANS PNP 65V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","100mA","65V","650mV @ 5mA, 100mA","15nA (ICBO)","220 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC557,116-ND","BC557,116",NXP USA Inc.,TRANS PNP 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC557B,126-ND","BC557B,126",NXP USA Inc.,TRANS PNP 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","220 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC557B,116-ND","BC557B,116",NXP USA Inc.,TRANS PNP 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","220 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC557C,126-ND","BC557C,126",NXP USA Inc.,TRANS PNP 45V 0.1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC559.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC559C,116-ND","BC559C,116",NXP USA Inc.,TRANS PNP 30V 0.1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","100mA","30V","650mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC618.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC618,112-ND","BC618,112",NXP USA Inc.,TRANS NPN DARL 55V 0.5A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","NPN - Darlington","500mA","55V","1.1V @ 200µA, 200mA","50µA","10000 @ 200mA, 5V","625mW","155MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC635,BCP54,BCX54.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC635,116-ND","BC635,116",NXP USA Inc.,TRANS NPN 45V 1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","1A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC635,BCP54,BCX54.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC635-16,126-ND","BC635-16,126",NXP USA Inc.,TRANS NPN 45V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN","1A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,BCP51,BCX51.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC636,116-ND","BC636,116",NXP USA Inc.,TRANS PNP 45V 1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","1A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","145MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC638,126-ND","BC638,126",NXP USA Inc.,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC638,116-ND","BC638,116",NXP USA Inc.,TRANS PNP 60V 1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC639,BCP56,BCX56.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC639,126-ND","BC639,126",NXP USA Inc.,TRANS NPN 80V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC639,BCP56,BCX56.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC639,116-ND","BC639,116",NXP USA Inc.,TRANS NPN 80V 1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC640,126-ND","BC640,126",NXP USA Inc.,TRANS PNP 80V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","PNP","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","145MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC640,116-ND","BC640,116",NXP USA Inc.,TRANS PNP 80V 1A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","PNP","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","145MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC856T_857T_SERIES.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_EMT3.jpg,"BC856T,115-ND","BC856T,115",NXP USA Inc.,TRANS PNP 65V 0.1A SC-75,0,0,"Call","0","3000","Tape & Reel (TR)","Automotive, AEC-Q101","Obsolete","PNP","100mA","65V","400mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","150mW","100MHz","150°C (TJ)","Surface Mount","SC-75, SOT-416","SC-75"
http://www.nxp.com/documents/data_sheet/BC856T_857T_SERIES.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/NXP_EMT3.jpg,"BC857T,115-ND","BC857T,115",NXP USA Inc.,TRANS PNP 45V 0.1A SC-75,0,0,"Call","0","3000","Tape & Reel (TR)","Automotive, AEC-Q101","Obsolete","PNP","100mA","45V","400mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","150mW","100MHz","150°C (TJ)","Surface Mount","SC-75, SOT-416","SC-75"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC875,BC879.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg","BC875,126-ND","BC875,126",NXP USA Inc.,TRANS NPN DARL 45V 1A TO-92,0,0,"Call","0","10000","Tape & Box (TB)","-","Obsolete","NPN - Darlington","1A","45V","1.8V @ 1mA, 1A","50nA","2000 @ 500mA, 10V","830mW","200MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/2N5401.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"2N5401,412-ND","2N5401,412",NXP USA Inc.,TRANS PNP 150V 0.3A TO-92,0,0,"Call","0","20000","Tube","-","Obsolete","PNP","300mA","150V","500mV @ 5mA, 50mA","50nA (ICBO)","60 @ 10mA, 5V","630mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.nxp.com/documents/data_sheet/2N5550_5551.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"2N5551,412-ND","2N5551,412",NXP USA Inc.,TRANS NPN 160V 0.3A TO-92,0,0,"Call","0","20000","Tube","-","Obsolete","NPN","300mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","630mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC807_BC807W_BC327.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC327,412-ND","BC327,412",NXP USA Inc.,TRANS PNP 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","625mW","80MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC337,112-ND","BC337,112",NXP USA Inc.,TRANS NPN 45V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","625mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC368.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC368,112-ND","BC368,112",NXP USA Inc.,TRANS NPN 20V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","NPN","1A","20V","500mV @ 100mA, 1A","100nA (ICBO)","85 @ 500mA, 1V","830mW","170MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC369.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC369,112-ND","BC369,112",NXP USA Inc.,TRANS PNP 20V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","PNP","1A","20V","500mV @ 100mA, 1A","100nA (ICBO)","85 @ 500mA, 1V","830mW","140MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC549,550.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC549C,112-ND","BC549C,112",NXP USA Inc.,TRANS NPN 30V 0.1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","100mA","30V","600mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC556,BC557.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC557,112-ND","BC557,112",NXP USA Inc.,TRANS PNP 45V 0.1A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","125 @ 2mA, 5V","500mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC635,BCP54,BCX54.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC635,112-ND","BC635,112",NXP USA Inc.,TRANS NPN 45V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","NPN","1A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC638,112-ND","BC638,112",NXP USA Inc.,TRANS PNP 60V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC639,BCP56,BCX56.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC639,112-ND","BC639,112",NXP USA Inc.,TRANS NPN 80V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","NPN","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","180MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BC636,%20BC638,%20BC640.pdf",//media.digikey.com/renders/NXP%20Semi%20Renders/TO-92%20PKG.jpg,"BC640,112-ND","BC640,112",NXP USA Inc.,TRANS PNP 80V 1A TO-92,0,0,"Call","0","5000","Bulk","-","Obsolete","PNP","1A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","63 @ 150mA, 2V","830mW","145MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BDW83C,%20BDW84C.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;TO220-3,TO220AB;;3.jpg",497-5717-ND,BDW84C,STMicroelectronics,TRANS PNP DARL 100V 15A TO-247,0,0,"Call","0","600","Tube","-","Obsolete","PNP - Darlington","15A","100V","4V @ 150mA, 15A","1mA","750 @ 6A, 3V","130W","-","150°C (TJ)","Through Hole","TO-218-3, TO-218AC","TO-218-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STR1230.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-5685-2-ND,2STR1230,STMicroelectronics,TRANS NPN 30V 1.5A SOT-23,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","NPN","1.5A","30V","850mV @ 200mA, 2A","100nA (ICBO)","180 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STR1230.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-5685-1-ND,2STR1230,STMicroelectronics,TRANS NPN 30V 1.5A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","1.5A","30V","850mV @ 200mA, 2A","100nA (ICBO)","180 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STR1230.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-5685-6-ND,2STR1230,STMicroelectronics,TRANS NPN 30V 1.5A SOT-23,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","1.5A","30V","850mV @ 200mA, 2A","100nA (ICBO)","180 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/bf421.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",497-5718-3-ND,BF421-AP,STMicroelectronics,TRANS PNP 300V 0.5A TO-92,0,0,"Call","0","18000","Tape & Box (TB)","-","Obsolete","PNP","500mA","300V","600mV @ 5mA, 30mA","10nA (ICBO)","50 @ 25mA, 20V","830mW","60MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
