Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.st.com/content/ccc/resource/technical/document/datasheet/2f/83/7c/52/b4/87/47/90/CD00000920.pdf/files/CD00000920.pdf/jcr:content/translations/en.CD00000920.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2603-5-ND,TIP34C,STMicroelectronics,TRANS PNP 100V 10A TO-247,0,0,"Call","0","1200","Tube","-","Obsolete","PNP","10A","100V","4V @ 2.5A, 10A","700µA","20 @ 3A, 4V","80W","3MHz","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BDW83C,%20BDW84C.pdf",//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2607-5-ND,BDW83C,STMicroelectronics,TRANS NPN DARL 100V 15A TO-247,0,0,"Call","0","600","Tube","-","Obsolete","NPN - Darlington","15A","100V","4V @ 150mA, 15A","1mA","750 @ 6A, 3V","130W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/TIP29A,C_30A,C.pdf",//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2610-5-ND,TIP30A,STMicroelectronics,TRANS PNP 60V 1A TO-220,0,0,"Call","0","3000","Tube","-","Obsolete","PNP","1A","60V","700mV @ 125mA, 1A","300µA","15 @ 1A, 4V","2W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N3055,%20MJ2955.pdf",//media.digikey.com/photos/STMicro%20Photos/TO-3.jpg,497-2612-ND,2N3055,STMicroelectronics,TRANS NPN 60V 15A TO-3,0,0,"Call","0","800","Tray","-","Obsolete","NPN","15A","60V","3V @ 3.3A, 10A","700µA","20 @ 4A, 4V","115W","-","200°C (TJ)","Chassis Mount","TO-204AA, TO-3","TO-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N6111.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2613-5-ND,2N6111,STMicroelectronics,TRANS PNP 30V 7A TO-220,0,0,"Call","0","2000","Tube","-","Obsolete","PNP","7A","30V","3.5V @ 3A, 7A","1mA","30 @ 3A, 4V","40W","4MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/2f/83/7c/52/b4/87/47/90/CD00000920.pdf/files/CD00000920.pdf/jcr:content/translations/en.CD00000920.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2614-5-ND,TIP33C,STMicroelectronics,TRANS NPN 100V 10A TO-247,0,0,"Call","0","1200","Tube","-","Obsolete","NPN","10A","100V","4V @ 2.5A, 10A","700µA","20 @ 3A, 4V","80W","3MHz","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/TIP140-142_145-147.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2617-5-ND,TIP146,STMicroelectronics,TRANS PNP DARL 80V 10A TO-247,0,0,"Call","0","1200","Tube","-","Obsolete","PNP - Darlington","10A","80V","3V @ 40mA, 10A","2mA","1000 @ 5A, 4V","125W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/TIP145.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2620-5-ND,TIP145,STMicroelectronics,TRANS PNP DARL 60V 10A TO-247,0,0,"Call","0","1200","Tube","-","Obsolete","PNP - Darlington","10A","60V","3V @ 40mA, 10A","2mA","1000 @ 5A, 4V","125W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N5657.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-2623-5-ND,2N5657,STMicroelectronics,TRANS NPN 350V 0.5A SOT-32,0,0,"Call","0","4000","Tube","-","Obsolete","NPN","500mA","350V","10V @ 100mA, 500mA","100µA","30 @ 100mA, 10V","20W","10MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/53/0c/83/3d/f7/4b/42/cb/CD00000924.pdf/files/CD00000924.pdf/jcr:content/translations/en.CD00000924.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2625-5-ND,TIP49,STMicroelectronics,TRANS NPN 350V 1A TO-220,0,0,"Call","0","2000","Tube","-","Obsolete","NPN","1A","350V","1V @ 200mA, 1A","1mA","30 @ 300mA, 10V","2W","10MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N3439,%202N3440.pdf",//media.digikey.com/photos/STMicro%20Photos/TO-39.jpg,497-2626-5-ND,2N3440,STMicroelectronics,TRANS NPN 250V 1A TO-39,0,0,"Call","0","1100","Tube","-","Obsolete","NPN","1A","250V","500mV @ 4mA, 50mA","50µA","40 @ 20mA, 10V","1W","15MHz","200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
http://www.st.com/content/ccc/resource/technical/document/datasheet/53/0c/83/3d/f7/4b/42/cb/CD00000924.pdf/files/CD00000924.pdf/jcr:content/translations/en.CD00000924.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2627-5-ND,TIP48,STMicroelectronics,TRANS NPN 300V 1A TO-220,0,0,"Call","0","3000","Tube","-","Obsolete","NPN","1A","300V","1V @ 200mA, 1A","1mA","30 @ 300mA, 10V","2W","10MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/82/c2/f6/15/8b/d4/49/6a/CD00142950.pdf/files/CD00142950.pdf/jcr:content/translations/en.CD00142950.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2629-5-ND,TIP42C,STMicroelectronics,TRANS PNP 100V 6A TO-220,0,0,"Call","0","4000","Tube","-","Obsolete","PNP","6A","100V","1.5V @ 600mA, 6A","700µA","15 @ 3A, 4V","65W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BUR51.pdf,//media.digikey.com/photos/STMicro%20Photos/TO-3.jpg,497-2633-5-ND,BUR51,STMicroelectronics,TRANS NPN 200V 60A TO-3,0,0,"Call","0","100","Tube","-","Obsolete","NPN","60A","200V","1.5V @ 5A, 50A","1mA","20 @ 5A, 4V","350W","16MHz","200°C (TJ)","Chassis Mount","TO-204AA, TO-3","TO-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N3019.pdf,//media.digikey.com/photos/STMicro%20Photos/TO-39.jpg,497-2634-5-ND,2N3019,STMicroelectronics,TRANS NPN 80V 1A TO-39,0,0,"Call","0","1000","Tube","-","Obsolete","NPN","1A","80V","500mV @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","800mW","100MHz","175°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2N2102.pdf,//media.digikey.com/photos/STMicro%20Photos/TO-39.jpg,497-2636-5-ND,2N2102,STMicroelectronics,TRANS NPN 65V 1A TO-39,0,0,"Call","0","1500","Tube","-","Obsolete","NPN","1A","65V","500mV @ 15mA, 150mA","2nA (ICBO)","40 @ 150mA, 10V","1W","-","175°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MJD50.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3.jpg,497-2473-2-ND,MJD50T4,STMicroelectronics,TRANS NPN 400V 1A DPAK,0,0,"Call","0","5000","Tape & Reel (TR)","-","Obsolete","NPN","1A","400V","1V @ 200mA, 1A","100µA","30 @ 300mA, 10V","15W","10MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MJD50.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3.jpg,497-2473-1-ND,MJD50T4,STMicroelectronics,TRANS NPN 400V 1A DPAK,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","1A","400V","1V @ 200mA, 1A","100µA","30 @ 300mA, 10V","15W","10MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MMBT3904.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2478-2-ND,MMBT3904,STMicroelectronics,TRANS NPN 40V 0.2A SOT-23,0,0,"Call","0","18000","Tape & Reel (TR)","-","Obsolete","NPN","200mA","40V","200mV @ 5mA, 50mA","-","100 @ 10mA, 1V","350mW","270MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MMBT3904.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2478-1-ND,MMBT3904,STMicroelectronics,TRANS NPN 40V 0.2A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","200mA","40V","200mV @ 5mA, 50mA","-","100 @ 10mA, 1V","350mW","270MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/c7/ec/dd/50/f5/42/4e/da/CD00003176.pdf/files/CD00003176.pdf/jcr:content/translations/en.CD00003176.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2479-2-ND,MMBT2222A,STMicroelectronics,TRANS NPN 40V 0.6A SOT-23,0,0,"Call","0","18000","Tape & Reel (TR)","-","Obsolete","NPN","600mA","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","350mW","270MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/c7/ec/dd/50/f5/42/4e/da/CD00003176.pdf/files/CD00003176.pdf/jcr:content/translations/en.CD00003176.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2479-1-ND,MMBT2222A,STMicroelectronics,TRANS NPN 40V 0.6A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","600mA","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","350mW","270MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/df/ac/3d/b2/67/40/76/CD00002980.pdf/files/CD00002980.pdf/jcr:content/translations/en.CD00002980.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2480-2-ND,MMBTA42,STMicroelectronics,TRANS NPN 300V 0.5A SOT-23,0,0,"Call","0","18000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","300V","500mV @ 2mA, 20mA","100nA (ICBO)","40 @ 30mA, 10V","350mW","50MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/df/ac/3d/b2/67/40/76/CD00002980.pdf/files/CD00002980.pdf/jcr:content/translations/en.CD00002980.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2480-1-ND,MMBTA42,STMicroelectronics,TRANS NPN 300V 0.5A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","300V","500mV @ 2mA, 20mA","100nA (ICBO)","40 @ 30mA, 10V","350mW","50MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/01/df/ac/3d/b2/67/40/76/CD00002980.pdf/files/CD00002980.pdf/jcr:content/translations/en.CD00002980.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2480-6-ND,MMBTA42,STMicroelectronics,TRANS NPN 300V 0.5A SOT-23,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","500mA","300V","500mV @ 2mA, 20mA","100nA (ICBO)","40 @ 30mA, 10V","350mW","50MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/6a/32/f2/8e/65/3e/4f/19/CD00003177.pdf/files/CD00003177.pdf/jcr:content/translations/en.CD00003177.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2498-2-ND,MMBT2907A,STMicroelectronics,TRANS PNP 60V 0.6A SOT-23,0,0,"Call","0","27000","Tape & Reel (TR)","-","Obsolete","PNP","600mA","60V","1.6V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","350mW","200MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/6a/32/f2/8e/65/3e/4f/19/CD00003177.pdf/files/CD00003177.pdf/jcr:content/translations/en.CD00003177.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2498-1-ND,MMBT2907A,STMicroelectronics,TRANS PNP 60V 0.6A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","600mA","60V","1.6V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","350mW","200MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MMBT3906.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2503-2-ND,MMBT3906,STMicroelectronics,TRANS PNP 40V 0.2A SOT23,0,0,"Call","0","18000","Tape & Reel (TR)","-","Obsolete","PNP","200mA","40V","400mV @ 5mA, 50mA","-","100 @ 10mA, 1V","350mW","250MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/MMBT3906.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2503-1-ND,MMBT3906,STMicroelectronics,TRANS PNP 40V 0.2A SOT23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","200mA","40V","400mV @ 5mA, 50mA","-","100 @ 10mA, 1V","350mW","250MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC847B,%20BC847C.pdf",//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2524-2-ND,BC847B,STMicroelectronics,TRANS NPN 45V 0.1A SOT-23,0,0,"Call","0","33000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","45V","600mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC847B,%20BC847C.pdf",//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2524-1-ND,BC847B,STMicroelectronics,TRANS NPN 45V 0.1A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","100mA","45V","600mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC857B.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2526-2-ND,BC857B,STMicroelectronics,TRANS PNP 45V 0.1A SOT23,0,0,"Call","0","33000","Tape & Reel (TR)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","220 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC857B.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2526-1-ND,BC857B,STMicroelectronics,TRANS PNP 45V 0.1A SOT23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","100mA","45V","650mV @ 5mA, 100mA","15nA (ICBO)","220 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC817-25,%20BC817-40.pdf",//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2531-2-ND,BC817-40,STMicroelectronics,TRANS NPN 45V 0.5A SOT-23,0,0,"Call","0","48000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BC817-25,%20BC817-40.pdf",//media.digikey.com/Renders/STMicro%20Renders/SOT-23-3%20PKG.jpg,497-2531-1-ND,BC817-40,STMicroelectronics,TRANS NPN 45V 0.5A SOT-23,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","250 @ 100mA, 1V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BUL416.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-6681-5-ND,BUL416,STMicroelectronics,TRANS NPN 800V 6A TO220,0,0,"Call","0","1000","Tube","-","Obsolete","NPN","6A","800V","3V @ 1.33A, 4A","250µA","12 @ 700mA, 5V","110W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/MPS2222%20&%202222A.pdf,-,MPS2222OS-ND,MPS2222,ON Semiconductor,TRANS NPN 30V 0.6A TO92,0,0,"Call","0","20000","Bulk","-","Obsolete","NPN","600mA","30V","1.6V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","625mW","250MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.onsemi.com/pub_link/Collateral/MPSA20-D.PDF,-,MPSA20OS-ND,MPSA20,ON Semiconductor,TRANS NPN 40V 0.1A TO92,0,0,"Call","0","15000","Bulk","-","Obsolete","NPN","100mA","40V","250mV @ 1mA, 10mA","100nA (ICBO)","40 @ 5mA, 10V","625mW","125MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/P2N2222A%20Rev3.pdf,-,P2N2222AOS-ND,P2N2222A,ON Semiconductor,TRANS NPN 40V 0.6A TO92,0,0,"Call","0","15000","Bulk","-","Obsolete","NPN","600mA","40V","1V @ 50mA, 500mA","10nA","100 @ 150mA, 10V","625mW","300MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.onsemi.com/pub_link/Collateral/MPS2369-D.PDF,-,MPS2369OS-ND,MPS2369,ON Semiconductor,TRANS NPN 15V 0.2A TO92,0,0,"Call","0","15000","Bulk","-","Obsolete","NPN","200mA","15V","250mV @ 1mA, 10mA","400nA","40 @ 10mA, 1V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/MPSA28,%2029%20Rev2.pdf",-,MPSA28OS-ND,MPSA28,ON Semiconductor,TRANS NPN DARL 80V 0.5A TO92,0,0,"Call","0","15000","Bulk","-","Obsolete","NPN - Darlington","500mA","80V","1.5V @ 100µA, 100mA","500nA","10000 @ 100mA, 5V","625mW","200MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/MPSA62,%2063,%2064%20Rev2.pdf",-,MPSA64OS-ND,MPSA64,ON Semiconductor,TRANS PNP DARL 30V 0.5A TO92,0,0,"Call","0","15000","Bulk","-","Obsolete","PNP - Darlington","500mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","625mW","125MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
