-,2SA09140R,dc_gain_min,150.0
-,2SB09430P,polarity,PNP
-,2SB09430P,ce_v_max,80
-,2SB09430P,c_current_max,3.0
-,2SB09430P,dev_dissipation,2.0
-,2SB09430P,stg_temp_max,150
-,2SB09430P,dc_gain_min,80.0
-,2SB07100RL,polarity,PNP
-,2SB07100RL,ce_v_max,25
-,2SB07100RL,c_current_max,500.0
-,2SB07100RL,dev_dissipation,200.0
-,2SB07100RL,stg_temp_max,150
-,2SB07100RL,dc_gain_min,25.0
-,2SB07100RL,polarity,PNP
-,2SB07100RL,ce_v_max,25
-,2SB07100RL,c_current_max,500.0
-,2SB07100RL,dev_dissipation,200.0
-,2SB07100RL,stg_temp_max,150
-,2SB07100RL,dc_gain_min,25.0
-,2SB07100RL,polarity,PNP
-,2SB07100RL,ce_v_max,25
-,2SB07100RL,c_current_max,500.0
-,2SB07100RL,dev_dissipation,200.0
-,2SB07100RL,stg_temp_max,150
-,2SB07100RL,dc_gain_min,25.0
-,2SB07100SL,polarity,PNP
-,2SB07100SL,ce_v_max,25
-,2SB07100SL,c_current_max,500.0
-,2SB07100SL,dev_dissipation,200.0
-,2SB07100SL,stg_temp_max,150
-,2SB07100SL,dc_gain_min,25.0
-,2SB07100SL,polarity,PNP
-,2SB07100SL,ce_v_max,25
-,2SB07100SL,c_current_max,500.0
-,2SB07100SL,dev_dissipation,200.0
-,2SB07100SL,stg_temp_max,150
-,2SB07100SL,dc_gain_min,25.0
-,2SB07100SL,polarity,PNP
-,2SB07100SL,ce_v_max,25
-,2SB07100SL,c_current_max,500.0
-,2SB07100SL,dev_dissipation,200.0
-,2SB07100SL,stg_temp_max,150
-,2SB07100SL,dc_gain_min,25.0
-,2SA11240R,polarity,PNP
-,2SA11240R,ce_v_max,150
-,2SA11240R,c_current_max,50.0
-,2SA11240R,dev_dissipation,1.0
-,2SA11240R,stg_temp_max,150
-,2SA11240R,dc_gain_min,150.0
-,2SB15920RA,polarity,PNP
-,2SB15920RA,ce_v_max,25
-,2SB15920RA,c_current_max,3.0
-,2SB15920RA,dev_dissipation,1.0
-,2SB15920RA,stg_temp_max,150
-,2SB15920RA,dc_gain_min,25.0
-,2SC3940ARA,polarity,NPN
-,2SC3940ARA,ce_v_max,50
-,2SC3940ARA,c_current_max,1.0
-,2SC3940ARA,dev_dissipation,1.0
-,2SC3940ARA,stg_temp_max,150
-,2SC3940ARA,dc_gain_min,50.0
-,2SC3940ARA,polarity,NPN
-,2SC3940ARA,ce_v_max,50
-,2SC3940ARA,c_current_max,1.0
-,2SC3940ARA,dev_dissipation,1.0
-,2SC3940ARA,stg_temp_max,150
-,2SC3940ARA,dc_gain_min,50.0
-,2SC2412KT246S,polarity,NPN
-,2SC2412KT246S,ce_v_max,50
-,2SC2412KT246S,c_current_max,150.0
-,2SC2412KT246S,stg_temp_max,150
-,2SC2412KT246S,dc_gain_min,50.0
-,BC337-16-AP,polarity,NPN
-,BC337-16-AP,ce_v_max,45
-,BC337-16-AP,c_current_max,800.0
-,BC337-16-AP,dev_dissipation,625.0
-,BC337-16-AP,stg_temp_min,-55
-,BC337-16-AP,stg_temp_max,150
-,BC337-16-AP,dc_gain_min,45.0
-,BC327-25-AP,polarity,PNP
-,BC327-25-AP,ce_v_max,45
-,BC327-25-AP,c_current_max,800.0
-,BC327-25-AP,dev_dissipation,625.0
-,BC327-25-AP,stg_temp_min,-55
-,BC327-25-AP,stg_temp_max,150
-,BC327-25-AP,dc_gain_min,45.0
-,BCV 28 E6327,polarity,PNP
-,BCV 28 E6327,ce_v_max,30
-,BCV 28 E6327,c_current_max,500.0
-,BCV 28 E6327,dev_dissipation,1.0
-,BCV 28 E6327,stg_temp_max,150
-,BCV 28 E6327,dc_gain_min,30.0
-,BCV 28 E6327,polarity,PNP
-,BCV 28 E6327,ce_v_max,30
-,BCV 28 E6327,c_current_max,500.0
-,BCV 28 E6327,dev_dissipation,1.0
-,BCV 28 E6327,stg_temp_max,150
-,BCV 28 E6327,dc_gain_min,30.0
-,BCV 28 E6327,polarity,PNP
-,BCV 28 E6327,ce_v_max,30
-,BCV 28 E6327,c_current_max,500.0
-,BCV 28 E6327,dev_dissipation,1.0
-,BCV 28 E6327,stg_temp_max,150
-,BCV 28 E6327,dc_gain_min,30.0
-,BCV48E6327HTSA1,polarity,PNP
-,BCV48E6327HTSA1,ce_v_max,60
-,BCV48E6327HTSA1,c_current_max,500.0
-,BCV48E6327HTSA1,dev_dissipation,1.0
-,BCV48E6327HTSA1,stg_temp_max,150
-,BCV48E6327HTSA1,dc_gain_min,60.0
-,BCV48E6327HTSA1,polarity,PNP
-,BCV48E6327HTSA1,ce_v_max,60
-,BCV48E6327HTSA1,c_current_max,500.0
-,BCV48E6327HTSA1,dev_dissipation,1.0
-,BCV48E6327HTSA1,stg_temp_max,150
-,BCV48E6327HTSA1,dc_gain_min,60.0
-,BCV48E6327HTSA1,polarity,PNP
-,BCV48E6327HTSA1,ce_v_max,60
-,BCV48E6327HTSA1,c_current_max,500.0
-,BCV48E6327HTSA1,dev_dissipation,1.0
-,BCV48E6327HTSA1,stg_temp_max,150
-,BCV48E6327HTSA1,dc_gain_min,60.0
-,MMBT6427LT3,polarity,NPN
-,MMBT6427LT3,ce_v_max,40
-,MMBT6427LT3,c_current_max,500.0
-,MMBT6427LT3,dev_dissipation,225.0
-,MMBT6427LT3,dc_gain_min,40.0
-,MMBT6427LT3G,polarity,NPN
-,MMBT6427LT3G,ce_v_max,40
-,MMBT6427LT3G,c_current_max,500.0
-,MMBT6427LT3G,dev_dissipation,225.0
-,MMBT6427LT3G,dc_gain_min,40.0
-,MPS2907ARL,polarity,PNP
-,MPS2907ARL,ce_v_max,60
-,MPS2907ARL,c_current_max,600.0
-,MPS2907ARL,dev_dissipation,625.0
-,MPS2907ARL,dc_gain_min,60.0
-,MPS2907ARL1,polarity,PNP
-,MPS2907ARL1,ce_v_max,60
-,MPS2907ARL1,c_current_max,600.0
-,MPS2907ARL1,dev_dissipation,625.0
-,MPS2907ARL1,dc_gain_min,60.0
-,MPS2907ARL1G,polarity,PNP
-,MPS2907ARL1G,ce_v_max,60
-,MPS2907ARL1G,c_current_max,600.0
-,MPS2907ARL1G,dev_dissipation,625.0
-,MPS2907ARL1G,dc_gain_min,60.0
-,MPS2907AZL1,polarity,PNP
-,MPS2907AZL1,ce_v_max,60
-,MPS2907AZL1,c_current_max,600.0
-,MPS2907AZL1,dev_dissipation,625.0
-,MPS2907AZL1,dc_gain_min,60.0
-,MPS2907AZL1G,polarity,PNP
-,MPS2907AZL1G,ce_v_max,60
-,MPS2907AZL1G,c_current_max,600.0
-,MPS2907AZL1G,dev_dissipation,625.0
-,MPS2907AZL1G,dc_gain_min,60.0
-,MPSW55,polarity,PNP
-,MPSW55,ce_v_max,60
-,MPSW55,c_current_max,500.0
-,MPSW55,dev_dissipation,1.0
-,MPSW55,stg_temp_min,-55
-,MPSW55,stg_temp_max,150
-,MPSW55,dc_gain_min,60.0
-,MPSW55RLRA,polarity,PNP
-,MPSW55RLRA,ce_v_max,60
-,MPSW55RLRA,c_current_max,500.0
-,MPSW55RLRA,dev_dissipation,1.0
-,MPSW55RLRA,dc_gain_min,60.0
-,MSB92T1,polarity,PNP
-,MSB92T1,ce_v_max,300
-,MSB92T1,c_current_max,150.0
-,MSB92T1,dev_dissipation,150.0
-,MSB92T1,dc_gain_min,300.0
-,NJVBDX53C,polarity,NPN
-,NJVBDX53C,ce_v_max,100
-,NJVBDX53C,c_current_max,8.0
-,NJVBDX53C,dev_dissipation,65.0
-,NJVBDX53C,dc_gain_min,100.0
-,BC141-10,polarity,NPN
-,BC141-10,ce_v_max,60
-,BC141-10,c_current_max,1.0
-,BC141-10,dev_dissipation,650.0
-,BC141-10,dc_gain_min,60.0
-,ST901TFP,polarity,NPN
-,ST901TFP,ce_v_max,400
-,ST901TFP,c_current_max,4.0
-,ST901TFP,dev_dissipation,80.0
-,ST901TFP,dc_gain_min,400.0
-,"BC846BM,315",polarity,NPN
-,"BC846BM,315",ce_v_max,65
-,"BC846BM,315",c_current_max,100.0
-,"BC846BM,315",dev_dissipation,250.0
-,"BC846BM,315",stg_temp_max,150
-,"BC846BM,315",dc_gain_min,65.0
-,SMSD1002T1G,polarity,NPN
-,"BC847AMB,315",polarity,NPN
-,"BC847AMB,315",ce_v_max,45
-,"BC847AMB,315",c_current_max,100.0
-,"BC847AMB,315",dev_dissipation,250.0
-,"BC847AMB,315",stg_temp_max,150
-,"BC847AMB,315",dc_gain_min,45.0
-,"BC857AMB,315",polarity,PNP
-,"BC857AMB,315",ce_v_max,45
-,"BC857AMB,315",c_current_max,100.0
-,"BC857AMB,315",dev_dissipation,250.0
-,"BC857AMB,315",stg_temp_max,150
-,"BC857AMB,315",dc_gain_min,45.0
-,"BC857CMB,315",polarity,PNP
-,"BC857CMB,315",ce_v_max,45
-,"BC857CMB,315",c_current_max,100.0
-,"BC857CMB,315",dev_dissipation,250.0
-,"BC857CMB,315",stg_temp_max,150
-,"BC857CMB,315",dc_gain_min,45.0
-,SMSD602-RT1G,polarity,NPN
-,SMSD602-RT1G,ce_v_max,50
-,SMSD602-RT1G,c_current_max,500.0
-,SMSD602-RT1G,dev_dissipation,200.0
-,SMSD602-RT1G,dc_gain_min,50.0
-,BC817-25T116,polarity,NPN
-,BC817-25T116,ce_v_max,45
-,BC817-25T116,c_current_max,800.0
-,BC817-25T116,dc_gain_min,45.0
-,BC817-25T116,polarity,NPN
-,BC817-25T116,ce_v_max,45
-,BC817-25T116,c_current_max,800.0
-,BC817-25T116,dc_gain_min,45.0
-,BC817-25T116,polarity,NPN
-,BC817-25T116,ce_v_max,45
-,BC817-25T116,c_current_max,800.0
-,BC817-25T116,dc_gain_min,45.0
-,BCW31T116,polarity,NPN
-,BCW31T116,ce_v_max,32
-,BCW31T116,c_current_max,100.0
-,BCW31T116,dc_gain_min,32.0
-,BC807-25T116,polarity,PNP
-,BC807-25T116,ce_v_max,45
-,BC807-25T116,c_current_max,500.0
-,BC807-25T116,dc_gain_min,45.0
-,"PDTA143EMB,315",polarity,PNP
-,"PDTA143EMB,315",ce_v_max,50
-,"PDTA143EMB,315",c_current_max,100.0
-,"PDTA143EMB,315",dev_dissipation,250.0
-,"PDTA143EMB,315",dc_gain_min,50.0
-,BCW32T116,polarity,NPN
-,BCW32T116,ce_v_max,32
-,BCW32T116,c_current_max,100.0
-,BCW32T116,dc_gain_min,32.0
-,BCW33T116,polarity,NPN
-,BCW33T116,ce_v_max,32
-,BCW33T116,c_current_max,100.0
-,BCW33T116,dc_gain_min,32.0
-,BCW60CT116,polarity,NPN
-,BCW60CT116,ce_v_max,32
-,BCW60CT116,c_current_max,200.0
-,BCW60CT116,dc_gain_min,32.0
-,BCW60DT116,polarity,NPN
-,BCW60DT116,ce_v_max,32
